County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,549	13,368	22.31%	59,917
ALACHUA	1,471	260	15.02%	1,731
BAKER	132	493	78.88%	625
BAY	418	131	23.86%	549
BRADFORD	5	5	50.00%	10
BREVARD	1,150	459	28.53%	1,609
BROWARD	4,267	1,000	18.99%	5,267
CALHOUN	2	8	80.00%	10
CHARLOTTE	489	218	30.83%	707
CITRUS	229	75	24.67%	304
CLAY	488	71	12.70%	559
COLLIER	668	168	20.10%	836
COLUMBIA	102	9	8.11%	111
DESOTO	34	21	38.18%	55
DUVAL	2,844	913	24.30%	3,757
ESCAMBIA	1,097	376	25.53%	1,473
FLAGLER	87	12	12.12%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	0	0		0
GULF	6	15	71.43%	21
HARDEE	24	1	4.00%	25
HENDRY	18	11	37.93%	29
HERNANDO	532	186	25.91%	718
HIGHLANDS	225	42	15.73%	267
HILLSBOROUGH	3,355	539	13.84%	3,894
HOLMES	7	13	65.00%	20
INDIAN RIVER	333	129	27.92%	462
JACKSON	57	44	43.56%	101
LAKE	668	222	24.94%	890
LEE	1,499	273	15.41%	1,772
LEON	723	140	16.22%	863
MADISON	8	9	52.94%	17
MANATEE	644	116	15.26%	760
MARION	810	102	11.18%	912
MARTIN	245	221	47.42%	466
MIAMI-DADE	6,893	1,569	18.54%	8,462
MONROE	100	15	13.04%	115
NASSAU	37	31	45.59%	68
OKALOOSA	371	80	17.74%	451
OKEECHOBEE	58	42	42.00%	100
ORANGE	3,462	927	21.12%	4,389
OSCEOLA	871	286	24.72%	1,157
PALM BEACH	2,958	1,237	29.49%	4,195
PASCO	1,121	272	19.53%	1,393
PINELLAS	2,349	563	19.33%	2,912
POLK	1,321	322	19.60%	1,643
PUTNAM	54	30	35.71%	84
SANTA ROSA	130	215	62.32%	345
SARASOTA	1,021	227	18.19%	1,248
SEMINOLE	712	233	24.66%	945
ST. JOHNS	202	130	39.16%	332
ST. LUCIE	733	155	17.45%	888
SUMTER	236	111	31.99%	347
SUWANNEE	0	0		0
TAYLOR	6	6	50.00%	12
UNION	58	57	49.57%	115
VOLUSIA	1,103	503	31.32%	1,606
WALTON	65	52	44.44%	117
WASHINGTON	49	10	16.95%	59
