County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,968	1,212	19.61%	6,180	378	243	39.13%	621
ALACHUA	277	33	10.65%	310	34	13	27.66%	47
BAKER	0	0		0	0	0		0
BAY	55	7	11.29%	62	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	141	36	20.34%	177	0	0		0
BROWARD	442	69	13.50%	511	34	22	39.29%	56
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	5	10.20%	49	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	35	7	16.67%	42	5	9	64.29%	14
COLLIER	50	35	41.18%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	320	121	27.44%	441	18	22	55.00%	40
ESCAMBIA	137	10	6.80%	147	5	11	68.75%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	48	14	22.58%	62	0	0		0
HIGHLANDS	29	4	12.12%	33	0	0		0
HILLSBOROUGH	340	36	9.57%	376	24	17	41.46%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	25	6	19.35%	31	0	0		0
JACKSON	12	2	14.29%	14	0	0		0
LAKE	73	31	29.81%	104	0	0		0
LEE	100	41	29.08%	141	67	19	22.09%	86
LEON	57	15	20.83%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	45	23	33.82%	68	0	0		0
MARION	89	4	4.30%	93	0	0		0
MARTIN	13	26	66.67%	39	0	0		0
MIAMI-DADE	843	169	16.70%	1,012	63	42	40.00%	105
MONROE	9	0	0.00%	9	0	0		0
NASSAU	5	3	37.50%	8	0	0		0
OKALOOSA	45	9	16.67%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	291	81	21.77%	372	71	41	36.61%	112
OSCEOLA	86	42	32.81%	128	0	6	100.00%	6
PALM BEACH	298	120	28.71%	418	18	14	43.75%	32
PASCO	108	23	17.56%	131	0	0		0
PINELLAS	249	49	16.44%	298	34	8	19.05%	42
POLK	151	19	11.18%	170	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	14	9	39.13%	23	0	0		0
SARASOTA	81	27	25.00%	108	0	0		0
SEMINOLE	59	11	15.71%	70	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	77	9	10.47%	86	3	3	50.00%	6
SUMTER	27	13	32.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	166	59	26.22%	225	0	5	100.00%	5
WALTON	18	5	21.74%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
