County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,551	12,969	21.43%	60,520
ALACHUA	1,462	229	13.54%	1,691
BAKER	125	500	80.00%	625
BAY	444	115	20.57%	559
BRADFORD	5	5	50.00%	10
BREVARD	1,215	400	24.77%	1,615
BROWARD	4,601	866	15.84%	5,467
CALHOUN	7	3	30.00%	10
CHARLOTTE	465	239	33.95%	704
CITRUS	225	73	24.50%	298
CLAY	454	90	16.54%	544
COLLIER	711	175	19.75%	886
COLUMBIA	123	43	25.90%	166
DESOTO	38	17	30.91%	55
DUVAL	2,913	888	23.36%	3,801
ESCAMBIA	1,102	294	21.06%	1,396
FLAGLER	95	4	4.04%	99
FRANKLIN	4	12	75.00%	16
GADSDEN	0	0		0
GULF	6	15	71.43%	21
HARDEE	23	2	8.00%	25
HENDRY	14	15	51.72%	29
HERNANDO	531	199	27.26%	730
HIGHLANDS	201	63	23.86%	264
HILLSBOROUGH	3,243	568	14.90%	3,811
HOLMES	7	13	65.00%	20
INDIAN RIVER	336	125	27.11%	461
JACKSON	45	59	56.73%	104
LAKE	720	182	20.18%	902
LEE	1,561	331	17.49%	1,892
LEON	725	138	15.99%	863
MADISON	8	7	46.67%	15
MANATEE	686	102	12.94%	788
MARION	748	153	16.98%	901
MARTIN	244	246	50.20%	490
MIAMI-DADE	7,333	1,559	17.53%	8,892
MONROE	98	18	15.52%	116
NASSAU	36	32	47.06%	68
OKALOOSA	395	61	13.38%	456
OKEECHOBEE	57	43	43.00%	100
ORANGE	3,476	875	20.11%	4,351
OSCEOLA	881	282	24.25%	1,163
PALM BEACH	2,992	1,180	28.28%	4,172
PASCO	1,129	292	20.55%	1,421
PINELLAS	2,341	527	18.38%	2,868
POLK	1,316	324	19.76%	1,640
PUTNAM	63	21	25.00%	84
SANTA ROSA	156	191	55.04%	347
SARASOTA	989	222	18.33%	1,211
SEMINOLE	730	196	21.17%	926
ST. JOHNS	203	128	38.67%	331
ST. LUCIE	742	148	16.63%	890
SUMTER	252	95	27.38%	347
SUWANNEE	0	0		0
TAYLOR	4	8	66.67%	12
UNION	53	74	58.27%	127
VOLUSIA	1,100	464	29.67%	1,564
WALTON	74	43	36.75%	117
WASHINGTON	44	15	25.42%	59
