County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,046	1,122	18.19%	6,168	435	240	35.56%	675
ALACHUA	273	35	11.36%	308	43	4	8.51%	47
BAKER	0	0		0	0	0		0
BAY	52	9	14.75%	61	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	152	35	18.72%	187	0	0		0
BROWARD	416	78	15.79%	494	48	38	44.19%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	8	15.38%	52	0	0		0
CITRUS	35	1	2.78%	36	0	0		0
CLAY	44	5	10.20%	49	3	1	25.00%	4
COLLIER	74	11	12.94%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	344	103	23.04%	447	18	10	35.71%	28
ESCAMBIA	131	20	13.25%	151	5	11	68.75%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	57	6	9.52%	63	0	0		0
HIGHLANDS	26	2	7.14%	28	0	0		0
HILLSBOROUGH	328	59	15.25%	387	19	23	54.76%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	31	3	8.82%	34	0	0		0
JACKSON	4	3	42.86%	7	0	0		0
LAKE	75	29	27.88%	104	0	0		0
LEE	122	19	13.48%	141	73	13	15.12%	86
LEON	70	2	2.78%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	53	21	28.38%	74	0	0		0
MARION	91	10	9.90%	101	0	0		0
MARTIN	21	2	8.70%	23	0	0		0
MIAMI-DADE	778	161	17.15%	939	64	63	49.61%	127
MONROE	7	6	46.15%	13	0	0		0
NASSAU	5	3	37.50%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	307	91	22.86%	398	87	39	30.95%	126
OSCEOLA	98	30	23.44%	128	0	0		0
PALM BEACH	294	104	26.13%	398	10	22	68.75%	32
PASCO	125	15	10.71%	140	0	0		0
PINELLAS	267	67	20.06%	334	47	1	2.08%	48
POLK	126	57	31.15%	183	11	3	21.43%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	11	47.83%	23	0	0		0
SARASOTA	92	21	18.58%	113	0	0		0
SEMINOLE	71	2	2.74%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	4	2	33.33%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	166	34	17.00%	200	0	0		0
WALTON	16	6	27.27%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
