County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,109	1,081	17.46%	6,190	378	246	39.42%	624
ALACHUA	270	38	12.34%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	63	0	0.00%	63	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	124	51	29.14%	175	0	0		0
BROWARD	466	62	11.74%	528	36	24	40.00%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	37	12	24.49%	49	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	37	5	11.90%	42	4	10	71.43%	14
COLLIER	68	17	20.00%	85	0	0		0
COLUMBIA	14	8	36.36%	22	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	347	94	21.32%	441	19	21	52.50%	40
ESCAMBIA	141	6	4.08%	147	4	12	75.00%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	48	14	22.58%	62	0	0		0
HIGHLANDS	26	6	18.75%	32	0	0		0
HILLSBOROUGH	366	33	8.27%	399	22	20	47.62%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	29	4	12.12%	33	0	0		0
JACKSON	8	6	42.86%	14	0	0		0
LAKE	81	23	22.12%	104	0	0		0
LEE	107	34	24.11%	141	67	19	22.09%	86
LEON	68	4	5.56%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	57	11	16.18%	68	0	0		0
MARION	80	12	13.04%	92	0	0		0
MARTIN	7	32	82.05%	39	0	0		0
MIAMI-DADE	887	113	11.30%	1,000	68	37	35.24%	105
MONROE	10	0	0.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	52	3	5.45%	55	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	280	92	24.73%	372	70	42	37.50%	112
OSCEOLA	91	38	29.46%	129	0	6	100.00%	6
PALM BEACH	309	108	25.90%	417	17	15	46.88%	32
PASCO	116	13	10.08%	129	0	0		0
PINELLAS	234	53	18.47%	287	32	8	20.00%	40
POLK	152	6	3.80%	158	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	8	42.11%	19	0	0		0
SARASOTA	72	36	33.33%	108	0	0		0
SEMINOLE	66	8	10.81%	74	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	71	19	21.11%	90	4	2	33.33%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	155	72	31.72%	227	0	5	100.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
