County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,671	1,404	23.11%	6,075	448	212	32.12%	660
ALACHUA	260	48	15.58%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	57	11	16.18%	68	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	128	38	22.89%	166	0	0		0
BROWARD	370	92	19.91%	462	62	20	24.39%	82
CALHOUN	0	0		0	0	0		0
CHARLOTTE	48	4	7.69%	52	0	0		0
CITRUS	38	2	5.00%	40	0	0		0
CLAY	38	12	24.00%	50	2	2	50.00%	4
COLLIER	53	32	37.65%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	330	107	24.49%	437	22	18	45.00%	40
ESCAMBIA	115	26	18.44%	141	7	9	56.25%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	41	21	33.87%	62	0	0		0
HIGHLANDS	19	8	29.63%	27	0	0		0
HILLSBOROUGH	342	40	10.47%	382	22	20	47.62%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	14	46.67%	30	0	0		0
JACKSON	5	3	37.50%	8	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	120	17	12.41%	137	72	10	12.20%	82
LEON	64	8	11.11%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	52	16	23.53%	68	0	0		0
MARION	86	3	3.37%	89	0	0		0
MARTIN	19	6	24.00%	25	0	0		0
MIAMI-DADE	754	186	19.79%	940	70	42	37.50%	112
MONROE	7	6	46.15%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	5	3	37.50%	8	0	0		0
ORANGE	266	138	34.16%	404	91	35	27.78%	126
OSCEOLA	84	39	31.71%	123	0	0		0
PALM BEACH	232	153	39.74%	385	14	20	58.82%	34
PASCO	115	20	14.81%	135	0	0		0
PINELLAS	235	64	21.40%	299	32	5	13.51%	37
POLK	124	58	31.87%	182	6	8	57.14%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	9	12	57.14%	21	0	0		0
SARASOTA	77	35	31.25%	112	0	0		0
SEMINOLE	61	13	17.57%	74	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	172	77	30.92%	249	2	3	60.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
