County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,974	1,109	18.23%	6,083	366	249	40.49%	615
ALACHUA	284	24	7.79%	308	34	13	27.66%	47
BAKER	0	0		0	0	0		0
BAY	46	8	14.81%	54	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	138	37	21.14%	175	0	0		0
BROWARD	433	69	13.75%	502	33	17	34.00%	50
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	7	14.29%	49	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	36	6	14.29%	42	5	9	64.29%	14
COLLIER	56	29	34.12%	85	0	0		0
COLUMBIA	15	1	6.25%	16	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	342	99	22.45%	441	17	23	57.50%	40
ESCAMBIA	132	15	10.20%	147	4	12	75.00%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	22	35.48%	62	0	0		0
HIGHLANDS	28	5	15.15%	33	0	0		0
HILLSBOROUGH	332	26	7.26%	358	23	18	43.90%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	13	41.94%	31	0	0		0
JACKSON	8	7	46.67%	15	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	119	22	15.60%	141	61	25	29.07%	86
LEON	63	9	12.50%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	61	7	10.29%	68	0	0		0
MARION	90	8	8.16%	98	0	0		0
MARTIN	16	23	58.97%	39	0	0		0
MIAMI-DADE	851	150	14.99%	1,001	73	38	34.23%	111
MONROE	5	3	37.50%	8	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	43	11	20.37%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	293	81	21.66%	374	66	46	41.07%	112
OSCEOLA	91	38	29.46%	129	0	6	100.00%	6
PALM BEACH	301	103	25.50%	404	14	18	56.25%	32
PASCO	116	11	8.66%	127	0	0		0
PINELLAS	247	48	16.27%	295	28	8	22.22%	36
POLK	125	18	12.59%	143	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	7	13	65.00%	20	0	0		0
SARASOTA	80	28	25.93%	108	0	0		0
SEMINOLE	57	12	17.39%	69	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	80	10	11.11%	90	5	1	16.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	156	62	28.44%	218	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
