County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,181	1,000	16.18%	6,181	381	238	38.45%	619
ALACHUA	276	32	10.39%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	54	7	11.48%	61	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	116	69	37.30%	185	0	0		0
BROWARD	474	48	9.20%	522	34	26	43.33%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	8	16.33%	49	0	0		0
CITRUS	29	11	27.50%	40	0	0		0
CLAY	39	3	7.14%	42	5	9	64.29%	14
COLLIER	64	21	24.71%	85	0	0		0
COLUMBIA	18	4	18.18%	22	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	341	96	21.97%	437	14	25	64.10%	39
ESCAMBIA	138	9	6.12%	147	3	13	81.25%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	53	9	14.52%	62	0	0		0
HIGHLANDS	30	3	9.09%	33	0	0		0
HILLSBOROUGH	376	11	2.84%	387	27	14	34.15%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	11	35.48%	31	0	0		0
JACKSON	16	0	0.00%	16	0	0		0
LAKE	71	33	31.73%	104	0	0		0
LEE	109	22	16.79%	131	68	18	20.93%	86
LEON	66	6	8.33%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	60	8	11.76%	68	0	0		0
MARION	77	8	9.41%	85	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	879	123	12.28%	1,002	64	34	34.69%	98
MONROE	7	3	30.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	51	4	7.27%	55	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	293	79	21.24%	372	69	43	38.39%	112
OSCEOLA	96	35	26.72%	131	0	6	100.00%	6
PALM BEACH	331	88	21.00%	419	17	15	46.88%	32
PASCO	130	8	5.80%	138	0	0		0
PINELLAS	258	29	10.10%	287	38	6	13.64%	44
POLK	148	8	5.13%	156	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	79	29	26.85%	108	0	0		0
SEMINOLE	65	9	12.16%	74	0	0		0
ST. JOHNS	18	26	59.09%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	4	2	33.33%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	159	72	31.17%	231	0	5	100.00%	5
WALTON	15	8	34.78%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
