County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,379	1,657	27.45%	6,036	399	248	38.33%	647
ALACHUA	248	60	19.48%	308	33	14	29.79%	47
BAKER	0	0		0	0	0		0
BAY	55	10	15.38%	65	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	123	42	25.45%	165	0	0		0
BROWARD	344	110	24.23%	454	50	27	35.06%	77
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	3	6.12%	49	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	40	10	20.00%	50	2	2	50.00%	4
COLLIER	61	24	28.24%	85	0	0		0
COLUMBIA	10	0	0.00%	10	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	308	114	27.01%	422	20	23	53.49%	43
ESCAMBIA	111	30	21.28%	141	5	11	68.75%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	17	13	43.33%	30	0	0		0
HILLSBOROUGH	308	76	19.79%	384	20	17	45.95%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	11	40.74%	27	0	0		0
JACKSON	5	4	44.44%	9	0	0		0
LAKE	64	40	38.46%	104	0	0		0
LEE	106	32	23.19%	138	68	18	20.93%	86
LEON	55	17	23.61%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	59	14	19.18%	73	0	0		0
MARION	63	17	21.25%	80	0	0		0
MARTIN	20	5	20.00%	25	0	0		0
MIAMI-DADE	687	257	27.22%	944	75	43	36.44%	118
MONROE	8	5	38.46%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	42	12	22.22%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	249	155	38.37%	404	68	48	41.38%	116
OSCEOLA	75	48	39.02%	123	0	0		0
PALM BEACH	231	159	40.77%	390	17	16	48.48%	33
PASCO	118	26	18.06%	144	0	0		0
PINELLAS	228	83	26.69%	311	27	5	15.63%	32
POLK	135	46	25.41%	181	7	7	50.00%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	9	11	55.00%	20	0	0		0
SARASOTA	68	40	37.04%	108	0	0		0
SEMINOLE	55	18	24.66%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	82	8	8.89%	90	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	147	78	34.67%	225	0	5	100.00%	5
WALTON	15	8	34.78%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
