County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,999	1,151	18.72%	6,150	360	233	39.29%	593
ALACHUA	262	46	14.94%	308	24	23	48.94%	47
BAKER	0	0		0	0	0		0
BAY	74	4	5.13%	78	4	0	0.00%	4
BREVARD	125	45	26.47%	170	0	0		0
BROWARD	459	60	11.56%	519	30	30	50.00%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	8	16.33%	49	0	0		0
CITRUS	26	14	35.00%	40	0	0		0
CLAY	40	2	4.76%	42	2	4	66.67%	6
COLLIER	58	22	27.50%	80	0	0		0
COLUMBIA	20	3	13.04%	23	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	325	115	26.14%	440	21	19	47.50%	40
ESCAMBIA	116	2	1.69%	118	5	11	68.75%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	52	4	7.14%	56	0	0		0
HIGHLANDS	24	2	7.69%	26	0	0		0
HILLSBOROUGH	345	39	10.16%	384	22	19	46.34%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	17	11	39.29%	28	0	0		0
JACKSON	10	2	16.67%	12	0	0		0
LAKE	75	29	27.88%	104	0	0		0
LEE	121	18	12.95%	139	64	22	25.58%	86
LEON	65	7	9.72%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	56	18	24.32%	74	0	0		0
MARION	70	16	18.60%	86	0	0		0
MARTIN	12	27	69.23%	39	0	0		0
MIAMI-DADE	798	155	16.26%	953	67	15	18.29%	82
MONROE	7	2	22.22%	9	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	53	3	5.36%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	264	101	27.67%	365	67	45	40.18%	112
OSCEOLA	91	36	28.35%	127	0	6	100.00%	6
PALM BEACH	317	110	25.76%	427	13	19	59.38%	32
PASCO	126	7	5.26%	133	0	0		0
PINELLAS	276	26	8.61%	302	36	5	12.20%	41
POLK	149	13	8.02%	162	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	10	12	54.55%	22	0	0		0
SARASOTA	70	39	35.78%	109	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	29	15	34.09%	44	0	0		0
ST. LUCIE	85	5	5.56%	90	3	3	50.00%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	169	107	38.77%	276	1	4	80.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
