County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,638	1,452	23.84%	6,090	409	243	37.27%	652
ALACHUA	265	43	13.96%	308	39	6	13.33%	45
BAKER	0	0		0	0	0		0
BAY	54	5	8.47%	59	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	121	46	27.54%	167	0	0		0
BROWARD	345	91	20.87%	436	31	38	55.07%	69
CALHOUN	0	0		0	0	0		0
CHARLOTTE	50	4	7.41%	54	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	49	12	19.67%	61	5	0	0.00%	5
COLLIER	51	35	40.70%	86	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	331	89	21.19%	420	25	15	37.50%	40
ESCAMBIA	125	16	11.35%	141	7	9	56.25%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	46	16	25.81%	62	0	0		0
HIGHLANDS	19	6	24.00%	25	0	0		0
HILLSBOROUGH	318	53	14.29%	371	24	18	42.86%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	17	12	41.38%	29	0	0		0
JACKSON	6	2	25.00%	8	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	87	34	28.10%	121	62	24	27.91%	86
LEON	68	4	5.56%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	61	7	10.29%	68	0	0		0
MARION	75	13	14.77%	88	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	723	220	23.33%	943	68	47	40.87%	115
MONROE	5	8	61.54%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	4	0	0.00%	4	0	0		0
ORANGE	277	127	31.44%	404	85	41	32.54%	126
OSCEOLA	95	32	25.20%	127	0	0		0
PALM BEACH	340	156	31.45%	496	14	18	56.25%	32
PASCO	105	26	19.85%	131	0	0		0
PINELLAS	233	71	23.36%	304	33	5	13.16%	38
POLK	122	47	27.81%	169	8	6	42.86%	14
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	9	11	55.00%	20	0	0		0
SARASOTA	64	46	41.82%	110	0	0		0
SEMINOLE	63	10	13.70%	73	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	78	11	12.36%	89	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	150	72	32.43%	222	0	5	100.00%	5
WALTON	9	14	60.87%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
