County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,202	1,000	16.12%	6,202	376	250	39.94%	626
ALACHUA	271	28	9.36%	299	33	14	29.79%	47
BAKER	0	0		0	0	0		0
BAY	68	4	5.56%	72	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	122	56	31.46%	178	0	0		0
BROWARD	485	44	8.32%	529	29	37	56.06%	66
CALHOUN	0	0		0	0	0		0
CHARLOTTE	52	7	11.86%	59	0	0		0
CITRUS	28	12	30.00%	40	0	0		0
CLAY	37	5	11.90%	42	2	12	85.71%	14
COLLIER	56	29	34.12%	85	0	0		0
COLUMBIA	10	2	16.67%	12	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	333	108	24.49%	441	19	21	52.50%	40
ESCAMBIA	134	7	4.96%	141	12	4	25.00%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	54	8	12.90%	62	0	0		0
HIGHLANDS	23	7	23.33%	30	0	0		0
HILLSBOROUGH	361	25	6.48%	386	24	13	35.14%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	30	4	11.76%	34	0	0		0
JACKSON	18	0	0.00%	18	0	0		0
LAKE	69	35	33.65%	104	0	0		0
LEE	117	24	17.02%	141	57	29	33.72%	86
LEON	62	10	13.89%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	57	6	9.52%	63	0	0		0
MARION	83	8	8.79%	91	0	0		0
MARTIN	12	27	69.23%	39	0	0		0
MIAMI-DADE	894	108	10.78%	1,002	65	37	36.27%	102
MONROE	9	0	0.00%	9	0	0		0
NASSAU	5	3	37.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	303	69	18.55%	372	75	37	33.04%	112
OSCEOLA	105	31	22.79%	136	0	6	100.00%	6
PALM BEACH	319	104	24.59%	423	11	21	65.63%	32
PASCO	112	16	12.50%	128	0	0		0
PINELLAS	263	37	12.33%	300	40	4	9.09%	44
POLK	138	17	10.97%	155	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	9	39.13%	23	0	0		0
SARASOTA	72	39	35.14%	111	0	0		0
SEMINOLE	63	10	13.70%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	2	4	66.67%	6
SUMTER	30	10	25.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	187	42	18.34%	229	1	4	80.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
