County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,481	1,659	27.02%	6,140	414	249	37.56%	663
ALACHUA	240	68	22.08%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	50	8	13.79%	58	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	119	54	31.21%	173	0	0		0
BROWARD	397	117	22.76%	514	55	25	31.25%	80
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	7	13.73%	51	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	50	12	19.35%	62	6	0	0.00%	6
COLLIER	58	27	31.76%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	0	8	100.00%	8	0	0		0
DUVAL	316	118	27.19%	434	19	21	52.50%	40
ESCAMBIA	111	30	21.28%	141	2	14	87.50%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	37	25	40.32%	62	0	0		0
HIGHLANDS	23	6	20.69%	29	0	0		0
HILLSBOROUGH	321	72	18.32%	393	25	19	43.18%	44
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	12	40.00%	30	0	0		0
JACKSON	4	5	55.56%	9	0	0		0
LAKE	66	38	36.54%	104	0	0		0
LEE	108	32	22.86%	140	59	27	31.40%	86
LEON	66	6	8.33%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	52	21	28.77%	73	0	0		0
MARION	79	7	8.14%	86	0	0		0
MARTIN	16	9	36.00%	25	0	0		0
MIAMI-DADE	709	260	26.83%	969	67	45	40.18%	112
MONROE	9	4	30.77%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	5	3	37.50%	8	0	0		0
ORANGE	247	153	38.25%	400	83	43	34.13%	126
OSCEOLA	80	43	34.96%	123	0	0		0
PALM BEACH	247	147	37.31%	394	16	18	52.94%	34
PASCO	102	27	20.93%	129	0	0		0
PINELLAS	241	69	22.26%	310	29	5	14.71%	34
POLK	126	54	30.00%	180	8	6	42.86%	14
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	8	14	63.64%	22	0	0		0
SARASOTA	61	47	43.52%	108	0	0		0
SEMINOLE	55	18	24.66%	73	0	0		0
ST. JOHNS	17	27	61.36%	44	0	0		0
ST. LUCIE	74	16	17.78%	90	3	3	50.00%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	154	54	25.96%	208	0	5	100.00%	5
WALTON	14	9	39.13%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
