County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,782	1,285	21.18%	6,067	414	246	37.27%	660
ALACHUA	272	36	11.69%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	55	0	0.00%	55	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	127	38	23.03%	165	0	0		0
BROWARD	387	88	18.53%	475	50	32	39.02%	82
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	6	10.91%	55	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	40	11	21.57%	51	4	0	0.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	358	68	15.96%	426	22	18	45.00%	40
ESCAMBIA	120	21	14.89%	141	6	10	62.50%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	47	15	24.19%	62	0	0		0
HIGHLANDS	27	5	15.63%	32	0	0		0
HILLSBOROUGH	321	73	18.53%	394	20	18	47.37%	38
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	12	40.00%	30	0	0		0
JACKSON	10	1	9.09%	11	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	114	26	18.57%	140	62	24	27.91%	86
LEON	69	3	4.17%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	65	9	12.16%	74	0	0		0
MARION	78	9	10.34%	87	0	0		0
MARTIN	14	9	39.13%	23	0	0		0
MIAMI-DADE	718	192	21.10%	910	66	47	41.59%	113
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	45	9	16.67%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	281	117	29.40%	398	79	47	37.30%	126
OSCEOLA	87	36	29.27%	123	0	0		0
PALM BEACH	246	143	36.76%	389	11	21	65.63%	32
PASCO	126	14	10.00%	140	0	0		0
PINELLAS	275	56	16.92%	331	38	5	11.63%	43
POLK	129	51	28.33%	180	10	4	28.57%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	9	11	55.00%	20	0	0		0
SARASOTA	76	31	28.97%	107	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	2	4	66.67%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	161	70	30.30%	231	0	0		0
WALTON	19	4	17.39%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
