County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,119	1,080	17.42%	6,199	452	228	33.53%	680
ALACHUA	284	24	7.79%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	57	7	10.94%	64	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	135	52	27.81%	187	0	0		0
BROWARD	420	67	13.76%	487	48	34	41.46%	82
CALHOUN	0	0		0	0	0		0
CHARLOTTE	38	14	26.92%	52	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	44	6	12.00%	50	4	0	0.00%	4
COLLIER	74	11	12.94%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	358	79	18.08%	437	22	6	21.43%	28
ESCAMBIA	137	14	9.27%	151	9	7	43.75%	16
FLAGLER	18	0	0.00%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	60	3	4.76%	63	0	0		0
HIGHLANDS	21	3	12.50%	24	0	0		0
HILLSBOROUGH	321	79	19.75%	400	21	21	50.00%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	30	4	11.76%	34	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	79	25	24.04%	104	0	0		0
LEE	126	20	13.70%	146	73	13	15.12%	86
LEON	66	6	8.33%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	56	12	17.65%	68	0	0		0
MARION	89	9	9.18%	98	0	0		0
MARTIN	17	6	26.09%	23	0	0		0
MIAMI-DADE	790	151	16.05%	941	71	61	46.21%	132
MONROE	5	8	61.54%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	56	0	0.00%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	303	96	24.06%	399	86	40	31.75%	126
OSCEOLA	98	25	20.33%	123	0	0		0
PALM BEACH	296	105	26.18%	401	14	20	58.82%	34
PASCO	128	13	9.22%	141	0	0		0
PINELLAS	282	82	22.53%	364	46	4	8.00%	50
POLK	145	38	20.77%	183	9	5	35.71%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	10	45.45%	22	0	0		0
SARASOTA	90	26	22.41%	116	0	0		0
SEMINOLE	63	10	13.70%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	82	8	8.89%	90	2	4	66.67%	6
SUMTER	39	1	2.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	166	32	16.16%	198	0	0		0
WALTON	20	2	9.09%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
