County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,748	1,372	22.42%	6,120	391	286	42.25%	677
ALACHUA	265	43	13.96%	308	34	13	27.66%	47
BAKER	0	0		0	0	0		0
BAY	52	6	10.34%	58	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	133	36	21.30%	169	0	0		0
BROWARD	321	133	29.30%	454	43	41	48.81%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	5	9.80%	51	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	43	7	14.00%	50	3	1	25.00%	4
COLLIER	57	28	32.94%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	351	86	19.68%	437	15	25	62.50%	40
ESCAMBIA	129	12	8.51%	141	5	11	68.75%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	22	8	26.67%	30	0	0		0
HILLSBOROUGH	324	67	17.14%	391	22	20	47.62%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	14	16	53.33%	30	0	0		0
JACKSON	10	3	23.08%	13	0	0		0
LAKE	69	35	33.65%	104	0	0		0
LEE	109	29	21.01%	138	59	27	31.40%	86
LEON	64	8	11.11%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	65	8	10.96%	73	0	0		0
MARION	74	11	12.94%	85	0	0		0
MARTIN	14	8	36.36%	22	0	0		0
MIAMI-DADE	741	210	22.08%	951	63	51	44.74%	114
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	270	130	32.50%	400	75	51	40.48%	126
OSCEOLA	95	40	29.63%	135	0	0		0
PALM BEACH	297	98	24.81%	395	18	15	45.45%	33
PASCO	127	26	16.99%	153	0	0		0
PINELLAS	261	61	18.94%	322	42	5	10.64%	47
POLK	141	39	21.67%	180	7	7	50.00%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	10	12	54.55%	22	0	0		0
SARASOTA	82	27	24.77%	109	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	3	3	50.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	154	76	33.04%	230	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
