County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	45,434	14,992	24.81%	60,426
ALACHUA	1,314	333	20.22%	1,647
BAKER	111	514	82.24%	625
BAY	419	161	27.76%	580
BRADFORD	5	5	50.00%	10
BREVARD	1,107	494	30.86%	1,601
BROWARD	4,456	996	18.27%	5,452
CALHOUN	8	2	20.00%	10
CHARLOTTE	436	273	38.50%	709
CITRUS	220	99	31.03%	319
CLAY	455	99	17.87%	554
COLLIER	706	191	21.29%	897
COLUMBIA	105	18	14.63%	123
DESOTO	24	31	56.36%	55
DUVAL	2,902	1,041	26.40%	3,943
ESCAMBIA	952	412	30.21%	1,364
FLAGLER	76	23	23.23%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	0	0		0
GULF	4	17	80.95%	21
HARDEE	24	1	4.00%	25
HENDRY	17	12	41.38%	29
HERNANDO	529	209	28.32%	738
HIGHLANDS	194	60	23.62%	254
HILLSBOROUGH	3,096	804	20.62%	3,900
HOLMES	14	6	30.00%	20
INDIAN RIVER	337	140	29.35%	477
JACKSON	68	47	40.87%	115
LAKE	660	241	26.75%	901
LEE	1,454	318	17.95%	1,772
LEON	693	157	18.47%	850
MADISON	7	8	53.33%	15
MANATEE	668	125	15.76%	793
MARION	758	150	16.52%	908
MARTIN	258	232	47.35%	490
MIAMI-DADE	6,919	1,848	21.08%	8,767
MONROE	76	30	28.30%	106
NASSAU	46	40	46.51%	86
OKALOOSA	339	112	24.83%	451
OKEECHOBEE	56	44	44.00%	100
ORANGE	3,264	1,131	25.73%	4,395
OSCEOLA	803	351	30.42%	1,154
PALM BEACH	2,853	1,269	30.79%	4,122
PASCO	1,101	267	19.52%	1,368
PINELLAS	2,334	510	17.93%	2,844
POLK	1,285	406	24.01%	1,691
PUTNAM	63	21	25.00%	84
SANTA ROSA	157	194	55.27%	351
SARASOTA	976	249	20.33%	1,225
SEMINOLE	772	183	19.16%	955
ST. JOHNS	189	141	42.73%	330
ST. LUCIE	721	153	17.51%	874
SUMTER	216	131	37.75%	347
SUWANNEE	0	0		0
TAYLOR	5	11	68.75%	16
UNION	50	80	61.54%	130
VOLUSIA	1,040	503	32.60%	1,543
WALTON	46	71	60.68%	117
WASHINGTON	46	13	22.03%	59
