County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,507	1,529	25.33%	6,036	385	266	40.86%	651
ALACHUA	261	47	15.26%	308	31	16	34.04%	47
BAKER	0	0		0	0	0		0
BAY	47	7	12.96%	54	0	0		0
BRADFORD	0	0		0	0	0		0
BREVARD	117	48	29.09%	165	0	0		0
BROWARD	347	111	24.24%	458	56	25	30.86%	81
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	11	20.75%	53	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	42	8	16.00%	50	2	2	50.00%	4
COLLIER	51	34	40.00%	85	0	0		0
COLUMBIA	13	0	0.00%	13	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	321	116	26.54%	437	16	24	60.00%	40
ESCAMBIA	127	14	9.93%	141	5	11	68.75%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	47	15	24.19%	62	0	0		0
HIGHLANDS	23	8	25.81%	31	0	0		0
HILLSBOROUGH	312	50	13.81%	362	26	14	35.00%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	15	15	50.00%	30	0	0		0
JACKSON	7	4	36.36%	11	0	0		0
LAKE	65	39	37.50%	104	0	0		0
LEE	106	33	23.74%	139	61	25	29.07%	86
LEON	56	11	16.42%	67	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	57	17	22.97%	74	0	0		0
MARION	66	11	14.29%	77	0	0		0
MARTIN	14	11	44.00%	25	0	0		0
MIAMI-DADE	726	239	24.77%	965	63	49	43.75%	112
MONROE	10	3	23.08%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	42	12	22.22%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	269	133	33.08%	402	73	53	42.06%	126
OSCEOLA	75	48	39.02%	123	0	0		0
PALM BEACH	246	150	37.88%	396	12	20	62.50%	32
PASCO	117	14	10.69%	131	0	0		0
PINELLAS	249	59	19.16%	308	28	5	15.15%	33
POLK	122	58	32.22%	180	9	5	35.71%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	73	40	35.40%	113	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	74	18	19.57%	92	2	4	66.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	142	72	33.64%	214	0	5	100.00%	5
WALTON	18	5	21.74%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
