County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,541	1,580	25.81%	6,121	380	275	41.98%	655
ALACHUA	251	57	18.51%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	60	0	0.00%	60	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	124	43	25.75%	167	0	0		0
BROWARD	354	107	23.21%	461	52	34	39.53%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	50	5	9.09%	55	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	38	10	20.83%	48	2	2	50.00%	4
COLLIER	59	26	30.59%	85	0	0		0
COLUMBIA	13	0	0.00%	13	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	320	113	26.10%	433	18	22	55.00%	40
ESCAMBIA	108	33	23.40%	141	3	13	81.25%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	52	10	16.13%	62	0	0		0
HIGHLANDS	25	3	10.71%	28	0	0		0
HILLSBOROUGH	318	84	20.90%	402	23	17	42.50%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	14	14	50.00%	28	0	0		0
JACKSON	9	4	30.77%	13	0	0		0
LAKE	69	36	34.29%	105	0	0		0
LEE	100	41	29.08%	141	50	36	41.86%	86
LEON	64	8	11.11%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	56	17	23.29%	73	0	0		0
MARION	74	6	7.50%	80	0	0		0
MARTIN	13	9	40.91%	22	0	0		0
MIAMI-DADE	744	204	21.52%	948	60	49	44.95%	109
MONROE	8	5	38.46%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	249	151	37.75%	400	72	54	42.86%	126
OSCEOLA	82	41	33.33%	123	0	0		0
PALM BEACH	235	164	41.10%	399	11	21	65.63%	32
PASCO	124	9	6.77%	133	0	0		0
PINELLAS	253	82	24.48%	335	31	5	13.89%	36
POLK	116	65	35.91%	181	12	2	14.29%	14
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	11	11	50.00%	22	0	0		0
SARASOTA	73	38	34.23%	111	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	66	24	26.67%	90	2	4	66.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	151	88	36.82%	239	0	0		0
WALTON	13	10	43.48%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
