County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,593	1,487	24.46%	6,080	403	259	39.12%	662
ALACHUA	255	53	17.21%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	47	7	12.96%	54	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	125	51	28.98%	176	0	0		0
BROWARD	360	100	21.74%	460	51	30	37.04%	81
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	4	7.84%	51	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	39	11	22.00%	50	4	0	0.00%	4
COLLIER	58	27	31.76%	85	0	0		0
COLUMBIA	14	0	0.00%	14	0	0		0
DESOTO	1	7	87.50%	8	0	0		0
DUVAL	340	97	22.20%	437	19	21	52.50%	40
ESCAMBIA	120	21	14.89%	141	4	12	75.00%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	38	24	38.71%	62	0	0		0
HIGHLANDS	18	8	30.77%	26	0	0		0
HILLSBOROUGH	307	80	20.67%	387	24	17	41.46%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	12	37.50%	32	0	0		0
JACKSON	6	4	40.00%	10	0	0		0
LAKE	69	35	33.65%	104	0	0		0
LEE	122	18	12.86%	140	52	36	40.91%	88
LEON	63	9	12.50%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	54	19	26.03%	73	0	0		0
MARION	83	1	1.19%	84	0	0		0
MARTIN	15	10	40.00%	25	0	0		0
MIAMI-DADE	746	212	22.13%	958	62	46	42.59%	108
MONROE	8	5	38.46%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	52	2	3.70%	54	0	0		0
OKEECHOBEE	4	4	50.00%	8	0	0		0
ORANGE	262	125	32.30%	387	79	47	37.30%	126
OSCEOLA	79	44	35.77%	123	0	0		0
PALM BEACH	254	141	35.70%	395	13	19	59.38%	32
PASCO	93	33	26.19%	126	0	0		0
PINELLAS	252	75	22.94%	327	36	5	12.20%	41
POLK	138	42	23.33%	180	9	5	35.71%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	5	13	72.22%	18	0	0		0
SARASOTA	70	38	35.19%	108	0	0		0
SEMINOLE	56	17	23.29%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	71	19	21.11%	90	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	168	66	28.21%	234	1	4	80.00%	5
WALTON	13	10	43.48%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
