County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,776	1,247	20.70%	6,023	377	243	39.19%	620
ALACHUA	269	39	12.66%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	51	3	5.56%	54	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	133	45	25.28%	178	0	0		0
BROWARD	392	93	19.18%	485	29	26	47.27%	55
CALHOUN	0	0		0	0	0		0
CHARLOTTE	32	16	33.33%	48	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	38	12	24.00%	50	2	2	50.00%	4
COLLIER	62	23	27.06%	85	0	0		0
COLUMBIA	14	0	0.00%	14	0	0		0
DESOTO	0	8	100.00%	8	0	0		0
DUVAL	316	130	29.15%	446	23	17	42.50%	40
ESCAMBIA	131	10	7.09%	141	7	9	56.25%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	22	10	31.25%	32	0	0		0
HILLSBOROUGH	340	44	11.46%	384	24	17	41.46%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	13	18	58.06%	31	0	0		0
JACKSON	6	2	25.00%	8	0	0		0
LAKE	77	27	25.96%	104	0	0		0
LEE	116	23	16.55%	139	57	29	33.72%	86
LEON	66	6	8.33%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	56	8	12.50%	64	0	0		0
MARION	86	11	11.34%	97	0	0		0
MARTIN	15	24	61.54%	39	0	0		0
MIAMI-DADE	796	138	14.78%	934	66	45	40.54%	111
MONROE	10	0	0.00%	10	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	261	111	29.84%	372	72	40	35.71%	112
OSCEOLA	77	46	37.40%	123	0	6	100.00%	6
PALM BEACH	271	120	30.69%	391	15	18	54.55%	33
PASCO	117	17	12.69%	134	0	0		0
PINELLAS	262	40	13.25%	302	37	8	17.78%	45
POLK	119	20	14.39%	139	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	8	13	61.90%	21	0	0		0
SARASOTA	62	48	43.64%	110	0	0		0
SEMINOLE	58	14	19.44%	72	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	82	10	10.87%	92	5	1	16.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	178	47	20.89%	225	0	5	100.00%	5
WALTON	18	5	21.74%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
