County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,419	1,649	27.18%	6,068	407	253	38.33%	660
ALACHUA	264	42	13.73%	306	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	50	14	21.88%	64	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	114	51	30.91%	165	0	0		0
BROWARD	365	99	21.34%	464	53	29	35.37%	82
CALHOUN	0	0		0	0	0		0
CHARLOTTE	35	16	31.37%	51	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	39	12	23.53%	51	3	1	25.00%	4
COLLIER	51	34	40.00%	85	0	0		0
COLUMBIA	11	5	31.25%	16	0	0		0
DESOTO	0	8	100.00%	8	0	0		0
DUVAL	317	111	25.93%	428	21	19	47.50%	40
ESCAMBIA	120	21	14.89%	141	6	10	62.50%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	34	28	45.16%	62	0	0		0
HIGHLANDS	21	8	27.59%	29	0	0		0
HILLSBOROUGH	322	75	18.89%	397	23	18	43.90%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	11	36.67%	30	0	0		0
JACKSON	3	5	62.50%	8	0	0		0
LAKE	63	41	39.42%	104	0	0		0
LEE	110	31	21.99%	141	61	25	29.07%	86
LEON	59	13	18.06%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	53	21	28.38%	74	0	0		0
MARION	71	11	13.41%	82	0	0		0
MARTIN	15	10	40.00%	25	0	0		0
MIAMI-DADE	726	225	23.66%	951	63	46	42.20%	109
MONROE	9	4	30.77%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	3	5	62.50%	8	0	0		0
ORANGE	243	157	39.25%	400	78	48	38.10%	126
OSCEOLA	79	44	35.77%	123	0	0		0
PALM BEACH	238	159	40.05%	397	17	17	50.00%	34
PASCO	107	20	15.75%	127	0	0		0
PINELLAS	232	75	24.43%	307	32	5	13.51%	37
POLK	118	62	34.44%	180	7	7	50.00%	14
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	6	15	71.43%	21	0	0		0
SARASOTA	68	36	34.62%	104	0	0		0
SEMINOLE	57	16	21.92%	73	0	0		0
ST. JOHNS	21	23	52.27%	44	0	0		0
ST. LUCIE	75	17	18.48%	92	3	3	50.00%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	150	78	34.21%	228	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
