County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,212	983	15.87%	6,195	379	249	39.65%	628
ALACHUA	288	18	5.88%	306	33	14	29.79%	47
BAKER	0	0		0	0	0		0
BAY	62	18	22.50%	80	1	4	80.00%	5
BRADFORD	0	0		0	0	0		0
BREVARD	139	36	20.57%	175	0	0		0
BROWARD	475	50	9.52%	525	28	32	53.33%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	51	8	13.56%	59	0	0		0
CITRUS	33	8	19.51%	41	0	0		0
CLAY	39	3	7.14%	42	1	13	92.86%	14
COLLIER	63	18	22.22%	81	0	0		0
COLUMBIA	13	2	13.33%	15	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	332	109	24.72%	441	22	18	45.00%	40
ESCAMBIA	126	15	10.64%	141	8	8	50.00%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	62	0	0.00%	62	0	0		0
HIGHLANDS	25	3	10.71%	28	0	0		0
HILLSBOROUGH	339	29	7.88%	368	25	16	39.02%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	7	22.58%	31	0	0		0
JACKSON	12	2	14.29%	14	0	0		0
LAKE	69	35	33.65%	104	0	0		0
LEE	122	19	13.48%	141	57	29	33.72%	86
LEON	63	9	12.50%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	55	13	19.12%	68	0	0		0
MARION	89	2	2.20%	91	0	0		0
MARTIN	13	26	66.67%	39	0	0		0
MIAMI-DADE	844	125	12.90%	969	65	38	36.89%	103
MONROE	8	3	27.27%	11	0	0		0
NASSAU	43	4	8.51%	47	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	302	70	18.82%	372	71	41	36.61%	112
OSCEOLA	95	39	29.10%	134	1	5	83.33%	6
PALM BEACH	318	105	24.82%	423	19	13	40.63%	32
PASCO	124	10	7.46%	134	0	0		0
PINELLAS	249	46	15.59%	295	38	8	17.39%	46
POLK	160	7	4.19%	167	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	9	40.91%	22	0	0		0
SARASOTA	89	21	19.09%	110	0	0		0
SEMINOLE	65	6	8.45%	71	0	0		0
ST. JOHNS	21	23	52.27%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	5	1	16.67%	6
SUMTER	29	11	27.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	171	50	22.62%	221	0	5	100.00%	5
WALTON	21	2	8.70%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
