County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,133	13,370	22.10%	60,503
ALACHUA	1,470	229	13.48%	1,699
BAKER	114	511	81.76%	625
BAY	438	138	23.96%	576
BRADFORD	5	5	50.00%	10
BREVARD	1,210	406	25.12%	1,616
BROWARD	4,494	908	16.81%	5,402
CALHOUN	4	6	60.00%	10
CHARLOTTE	476	226	32.19%	702
CITRUS	224	71	24.07%	295
CLAY	485	75	13.39%	560
COLLIER	714	178	19.96%	892
COLUMBIA	124	15	10.79%	139
DESOTO	25	30	54.55%	55
DUVAL	3,081	938	23.34%	4,019
ESCAMBIA	1,065	337	24.04%	1,402
FLAGLER	87	12	12.12%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	0	0		0
GULF	5	16	76.19%	21
HARDEE	25	0	0.00%	25
HENDRY	14	15	51.72%	29
HERNANDO	552	182	24.80%	734
HIGHLANDS	213	55	20.52%	268
HILLSBOROUGH	3,256	550	14.45%	3,806
HOLMES	13	7	35.00%	20
INDIAN RIVER	334	130	28.02%	464
JACKSON	56	48	46.15%	104
LAKE	656	224	25.45%	880
LEE	1,559	241	13.39%	1,800
LEON	729	134	15.53%	863
MADISON	6	9	60.00%	15
MANATEE	639	153	19.32%	792
MARION	768	144	15.79%	912
MARTIN	245	245	50.00%	490
MIAMI-DADE	6,955	1,553	18.25%	8,508
MONROE	80	28	25.93%	108
NASSAU	30	56	65.12%	86
OKALOOSA	360	92	20.35%	452
OKEECHOBEE	46	54	54.00%	100
ORANGE	3,406	1,038	23.36%	4,444
OSCEOLA	840	297	26.12%	1,137
PALM BEACH	3,044	1,155	27.51%	4,199
PASCO	1,112	266	19.30%	1,378
PINELLAS	2,385	593	19.91%	2,978
POLK	1,341	335	19.99%	1,676
PUTNAM	63	21	25.00%	84
SANTA ROSA	152	198	56.57%	350
SARASOTA	1,046	225	17.70%	1,271
SEMINOLE	747	176	19.07%	923
ST. JOHNS	206	124	37.58%	330
ST. LUCIE	752	148	16.44%	900
SUMTER	225	122	35.16%	347
SUWANNEE	0	0		0
TAYLOR	4	12	75.00%	16
UNION	47	82	63.57%	129
VOLUSIA	1,087	485	30.85%	1,572
WALTON	77	40	34.19%	117
WASHINGTON	42	17	28.81%	59
