County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,985	1,172	19.04%	6,157	413	266	39.18%	679
ALACHUA	276	32	10.39%	308	38	9	19.15%	47
BAKER	0	0		0	0	0		0
BAY	56	6	9.68%	62	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	133	36	21.30%	169	0	0		0
BROWARD	380	83	17.93%	463	45	42	48.28%	87
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	5	9.80%	51	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	43	7	14.00%	50	4	0	0.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	354	83	18.99%	437	17	23	57.50%	40
ESCAMBIA	135	6	4.26%	141	7	9	56.25%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	41	21	33.87%	62	0	0		0
HIGHLANDS	25	8	24.24%	33	0	0		0
HILLSBOROUGH	346	46	11.73%	392	24	18	42.86%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	11	36.67%	30	0	0		0
JACKSON	9	3	25.00%	12	0	0		0
LAKE	65	25	27.78%	90	0	0		0
LEE	107	32	23.02%	139	59	27	31.40%	86
LEON	67	5	6.94%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	58	10	14.71%	68	0	0		0
MARION	87	5	5.43%	92	0	0		0
MARTIN	16	5	23.81%	21	0	0		0
MIAMI-DADE	792	165	17.24%	957	71	47	39.83%	118
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	281	119	29.75%	400	77	49	38.89%	126
OSCEOLA	93	42	31.11%	135	0	0		0
PALM BEACH	302	97	24.31%	399	13	20	60.61%	33
PASCO	126	23	15.44%	149	0	0		0
PINELLAS	276	60	17.86%	336	37	5	11.90%	42
POLK	161	26	13.90%	187	12	2	14.29%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	8	40.00%	20	0	0		0
SARASOTA	84	25	22.94%	109	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	4	2	33.33%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	169	70	29.29%	239	0	5	100.00%	5
WALTON	9	14	60.87%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
