County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,011	1,129	18.39%	6,140	404	263	39.43%	667
ALACHUA	269	39	12.66%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	57	7	10.94%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	124	35	22.01%	159	0	0		0
BROWARD	393	84	17.61%	477	45	38	45.78%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	2	3.92%	51	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	41	9	18.00%	50	3	1	25.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	12	0	0.00%	12	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	375	62	14.19%	437	21	19	47.50%	40
ESCAMBIA	134	7	4.96%	141	5	11	68.75%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	47	15	24.19%	62	0	0		0
HIGHLANDS	25	7	21.88%	32	0	0		0
HILLSBOROUGH	347	51	12.81%	398	27	14	34.15%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	23	8	25.81%	31	0	0		0
JACKSON	9	3	25.00%	12	0	0		0
LAKE	81	23	22.12%	104	0	0		0
LEE	118	21	15.11%	139	61	25	29.07%	86
LEON	71	2	2.74%	73	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	62	5	7.46%	67	0	0		0
MARION	81	7	7.95%	88	0	0		0
MARTIN	18	3	14.29%	21	0	0		0
MIAMI-DADE	762	191	20.04%	953	63	51	44.74%	114
MONROE	10	3	23.08%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	284	114	28.64%	398	76	50	39.68%	126
OSCEOLA	97	38	28.15%	135	0	0		0
PALM BEACH	307	91	22.86%	398	17	15	46.88%	32
PASCO	140	11	7.28%	151	0	0		0
PINELLAS	285	54	15.93%	339	35	5	12.50%	40
POLK	124	39	23.93%	163	11	3	21.43%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	12	9	42.86%	21	0	0		0
SARASOTA	87	22	20.18%	109	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	75	15	16.67%	90	4	2	33.33%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	168	61	26.64%	229	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
