County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,771	1,460	23.43%	6,231	409	261	38.96%	670
ALACHUA	277	31	10.06%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	51	11	17.74%	62	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	125	50	28.57%	175	0	0		0
BROWARD	397	77	16.24%	474	43	35	44.87%	78
CALHOUN	0	0		0	0	0		0
CHARLOTTE	39	13	25.00%	52	0	0		0
CITRUS	31	9	22.50%	40	0	0		0
CLAY	51	11	17.74%	62	4	0	0.00%	4
COLLIER	66	19	22.35%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	319	115	26.50%	434	19	9	32.14%	28
ESCAMBIA	116	35	23.18%	151	5	11	68.75%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	51	13	20.31%	64	0	0		0
HIGHLANDS	26	5	16.13%	31	0	0		0
HILLSBOROUGH	333	106	24.15%	439	18	24	57.14%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	22	8	26.67%	30	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	118	25	17.48%	143	60	26	30.23%	86
LEON	54	18	25.00%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	61	12	16.44%	73	0	0		0
MARION	71	22	23.66%	93	0	0		0
MARTIN	11	11	50.00%	22	0	0		0
MIAMI-DADE	756	197	20.67%	953	69	59	46.09%	128
MONROE	12	5	29.41%	17	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	52	4	7.14%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	272	126	31.66%	398	75	51	40.48%	126
OSCEOLA	96	29	23.20%	125	0	0		0
PALM BEACH	277	129	31.77%	406	20	12	37.50%	32
PASCO	109	33	23.24%	142	0	0		0
PINELLAS	233	104	30.86%	337	41	4	8.89%	45
POLK	137	60	30.46%	197	11	3	21.43%	14
PUTNAM	5	5	50.00%	10	0	0		0
SANTA ROSA	15	0	0.00%	15	0	0		0
SARASOTA	69	38	35.51%	107	0	0		0
SEMINOLE	61	12	16.44%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	73	17	18.89%	90	2	4	66.67%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	171	40	18.96%	211	0	5	100.00%	5
WALTON	20	2	9.09%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
