County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,770	1,323	21.71%	6,093	382	283	42.56%	665
ALACHUA	252	56	18.18%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	52	6	10.34%	58	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	125	43	25.60%	168	0	0		0
BROWARD	354	95	21.16%	449	48	41	46.07%	89
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	4	7.84%	51	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	45	5	10.00%	50	1	3	75.00%	4
COLLIER	58	27	31.76%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	328	109	24.94%	437	17	23	57.50%	40
ESCAMBIA	127	14	9.93%	141	5	11	68.75%	16
FLAGLER	18	0	0.00%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	23	5	17.86%	28	0	0		0
HILLSBOROUGH	330	59	15.17%	389	21	21	50.00%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	10	33.33%	30	0	0		0
JACKSON	7	4	36.36%	11	0	0		0
LAKE	73	31	29.81%	104	0	0		0
LEE	116	24	17.14%	140	61	25	29.07%	86
LEON	68	4	5.56%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	56	18	24.32%	74	0	0		0
MARION	82	5	5.75%	87	0	0		0
MARTIN	8	13	61.90%	21	0	0		0
MIAMI-DADE	788	179	18.51%	967	63	50	44.25%	113
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	54	2	3.57%	56	0	0		0
OKEECHOBEE	4	4	50.00%	8	0	0		0
ORANGE	255	144	36.09%	399	74	52	41.27%	126
OSCEOLA	88	34	27.87%	122	0	0		0
PALM BEACH	270	133	33.00%	403	15	17	53.13%	32
PASCO	116	27	18.88%	143	0	0		0
PINELLAS	266	68	20.36%	334	32	5	13.51%	37
POLK	155	25	13.89%	180	8	6	42.86%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	8	12	60.00%	20	0	0		0
SARASOTA	78	34	30.36%	112	0	0		0
SEMINOLE	62	11	15.07%	73	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	4	2	33.33%	6
SUMTER	37	3	7.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	155	40	20.51%	195	0	0		0
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
