County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,729	1,305	21.63%	6,034	383	236	38.13%	619
ALACHUA	279	29	9.42%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	48	6	11.11%	54	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	132	45	25.42%	177	0	0		0
BROWARD	390	98	20.08%	488	29	29	50.00%	58
CALHOUN	0	0		0	0	0		0
CHARLOTTE	37	11	22.92%	48	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	37	5	11.90%	42	1	3	75.00%	4
COLLIER	53	32	37.65%	85	0	0		0
COLUMBIA	14	1	6.67%	15	0	0		0
DESOTO	1	7	87.50%	8	0	0		0
DUVAL	331	106	24.26%	437	26	14	35.00%	40
ESCAMBIA	122	19	13.48%	141	4	12	75.00%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	42	20	32.26%	62	0	0		0
HIGHLANDS	24	7	22.58%	31	0	0		0
HILLSBOROUGH	318	56	14.97%	374	23	16	41.03%	39
HOLMES	0	0		0	0	0		0
INDIAN RIVER	9	22	70.97%	31	0	0		0
JACKSON	7	1	12.50%	8	0	0		0
LAKE	83	21	20.19%	104	0	0		0
LEE	116	22	15.94%	138	58	28	32.56%	86
LEON	62	10	13.89%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	46	15	24.59%	61	0	0		0
MARION	84	6	6.67%	90	0	0		0
MARTIN	19	20	51.28%	39	0	0		0
MIAMI-DADE	798	143	15.20%	941	67	47	41.23%	114
MONROE	10	0	0.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	257	115	30.91%	372	78	34	30.36%	112
OSCEOLA	75	48	39.02%	123	0	6	100.00%	6
PALM BEACH	269	130	32.58%	399	18	15	45.45%	33
PASCO	111	20	15.27%	131	0	0		0
PINELLAS	247	79	24.23%	326	32	8	20.00%	40
POLK	123	26	17.45%	149	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	9	14	60.87%	23	0	0		0
SARASOTA	69	40	36.70%	109	0	0		0
SEMINOLE	63	9	12.50%	72	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	165	62	27.31%	227	0	5	100.00%	5
WALTON	19	4	17.39%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
