County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,827	1,273	20.87%	6,100	375	235	38.52%	610
ALACHUA	287	21	6.82%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	51	3	5.56%	54	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	128	46	26.44%	174	0	0		0
BROWARD	411	90	17.96%	501	35	25	41.67%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	8	16.33%	49	0	0		0
CITRUS	29	11	27.50%	40	0	0		0
CLAY	41	1	2.38%	42	3	1	25.00%	4
COLLIER	53	32	37.65%	85	0	0		0
COLUMBIA	13	3	18.75%	16	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	324	117	26.53%	441	17	23	57.50%	40
ESCAMBIA	135	6	4.26%	141	6	10	62.50%	16
FLAGLER	7	11	61.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	55	7	11.29%	62	0	0		0
HIGHLANDS	28	5	15.15%	33	0	0		0
HILLSBOROUGH	319	54	14.48%	373	18	20	52.63%	38
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	14	43.75%	32	0	0		0
JACKSON	6	4	40.00%	10	0	0		0
LAKE	75	29	27.88%	104	0	0		0
LEE	96	37	27.82%	133	68	18	20.93%	86
LEON	50	22	30.56%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	44	14	24.14%	58	0	0		0
MARION	88	8	8.33%	96	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	813	162	16.62%	975	72	36	33.33%	108
MONROE	9	0	0.00%	9	0	0		0
NASSAU	4	4	50.00%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	289	83	22.31%	372	66	46	41.07%	112
OSCEOLA	82	47	36.43%	129	0	6	100.00%	6
PALM BEACH	291	114	28.15%	405	19	13	40.63%	32
PASCO	119	21	15.00%	140	0	0		0
PINELLAS	248	46	15.65%	294	29	8	21.62%	37
POLK	143	21	12.80%	164	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	9	14	60.87%	23	0	0		0
SARASOTA	64	44	40.74%	108	0	0		0
SEMINOLE	64	6	8.57%	70	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	3	3	50.00%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	161	80	33.20%	241	1	4	80.00%	5
WALTON	11	12	52.17%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
