County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,131	1,020	16.58%	6,151	364	254	41.10%	618
ALACHUA	283	25	8.12%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	65	15	18.75%	80	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	132	43	24.57%	175	0	0		0
BROWARD	492	49	9.06%	541	31	29	48.33%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	54	6	10.00%	60	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	40	2	4.76%	42	2	12	85.71%	14
COLLIER	55	26	32.10%	81	0	0		0
COLUMBIA	9	2	18.18%	11	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	339	102	23.13%	441	19	21	52.50%	40
ESCAMBIA	129	10	7.19%	139	7	9	56.25%	16
FLAGLER	18	0	0.00%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	58	4	6.45%	62	0	0		0
HIGHLANDS	26	12	31.58%	38	0	0		0
HILLSBOROUGH	344	29	7.77%	373	19	22	53.66%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	25	7	21.88%	32	0	0		0
JACKSON	13	4	23.53%	17	0	0		0
LAKE	64	40	38.46%	104	0	0		0
LEE	127	14	9.93%	141	55	31	36.05%	86
LEON	61	11	15.28%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	49	19	27.94%	68	0	0		0
MARION	79	8	9.20%	87	0	0		0
MARTIN	10	29	74.36%	39	0	0		0
MIAMI-DADE	855	113	11.67%	968	60	39	39.39%	99
MONROE	7	4	36.36%	11	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	287	85	22.85%	372	74	38	33.93%	112
OSCEOLA	72	34	32.08%	106	1	5	83.33%	6
PALM BEACH	315	106	25.18%	421	10	22	68.75%	32
PASCO	123	15	10.87%	138	0	0		0
PINELLAS	256	36	12.33%	292	37	4	9.76%	41
POLK	147	14	8.70%	161	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	9	39.13%	23	0	0		0
SARASOTA	89	21	19.09%	110	0	0		0
SEMINOLE	67	7	9.46%	74	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	4	2	33.33%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	170	51	23.08%	221	0	5	100.00%	5
WALTON	18	5	21.74%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
