County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,919	1,282	20.67%	6,201	402	269	40.09%	671
ALACHUA	273	35	11.36%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	49	15	23.44%	64	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	146	41	21.93%	187	0	0		0
BROWARD	416	78	15.79%	494	44	43	49.43%	87
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	12	23.08%	52	0	0		0
CITRUS	38	2	5.00%	40	0	0		0
CLAY	42	6	12.50%	48	2	2	50.00%	4
COLLIER	69	16	18.82%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	2	6	75.00%	8	0	0		0
DUVAL	328	118	26.46%	446	19	9	32.14%	28
ESCAMBIA	129	22	14.57%	151	4	12	75.00%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	56	7	11.11%	63	0	0		0
HIGHLANDS	22	4	15.38%	26	0	0		0
HILLSBOROUGH	311	88	22.06%	399	20	22	52.38%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	27	5	15.63%	32	0	0		0
JACKSON	4	3	42.86%	7	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	123	21	14.58%	144	72	14	16.28%	86
LEON	70	2	2.78%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	53	21	28.38%	74	0	0		0
MARION	81	14	14.74%	95	0	0		0
MARTIN	20	4	16.67%	24	0	0		0
MIAMI-DADE	764	177	18.81%	941	61	63	50.81%	124
MONROE	8	5	38.46%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	281	121	30.10%	402	74	52	41.27%	126
OSCEOLA	96	32	25.00%	128	0	0		0
PALM BEACH	289	104	26.46%	393	7	25	78.13%	32
PASCO	123	17	12.14%	140	0	0		0
PINELLAS	249	89	26.33%	338	45	1	2.17%	46
POLK	144	63	30.43%	207	7	7	50.00%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	11	45.83%	24	0	0		0
SARASOTA	89	17	16.04%	106	0	0		0
SEMINOLE	70	3	4.11%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	6	0	0.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	165	33	16.67%	198	0	0		0
WALTON	16	6	27.27%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
