County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,109	1,065	17.25%	6,174	451	238	34.54%	689
ALACHUA	285	23	7.47%	308	52	5	8.77%	57
BAKER	0	0		0	0	0		0
BAY	56	8	12.50%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	139	48	25.67%	187	0	0		0
BROWARD	424	59	12.22%	483	42	34	44.74%	76
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	6	11.54%	52	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	42	8	16.00%	50	3	1	25.00%	4
COLLIER	75	10	11.76%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	353	74	17.33%	427	22	6	21.43%	28
ESCAMBIA	132	19	12.58%	151	9	7	43.75%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	62	1	1.59%	63	0	0		0
HIGHLANDS	24	2	7.69%	26	0	0		0
HILLSBOROUGH	321	73	18.53%	394	23	19	45.24%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	27	4	12.90%	31	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	121	20	14.18%	141	72	14	16.28%	86
LEON	69	3	4.17%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	58	15	20.55%	73	0	0		0
MARION	91	12	11.65%	103	0	0		0
MARTIN	17	5	22.73%	22	0	0		0
MIAMI-DADE	793	141	15.10%	934	75	60	44.44%	135
MONROE	5	8	61.54%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	53	1	1.85%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	299	98	24.69%	397	79	47	37.30%	126
OSCEOLA	94	29	23.58%	123	0	0		0
PALM BEACH	295	104	26.07%	399	13	21	61.76%	34
PASCO	131	15	10.27%	146	0	0		0
PINELLAS	269	83	23.58%	352	43	4	8.51%	47
POLK	145	38	20.77%	183	13	1	7.14%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	15	8	34.78%	23	0	0		0
SARASOTA	77	36	31.86%	113	0	0		0
SEMINOLE	70	3	4.11%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	85	5	5.56%	90	2	4	66.67%	6
SUMTER	37	3	7.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	175	38	17.84%	213	0	5	100.00%	5
WALTON	17	5	22.73%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
