County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,749	1,242	20.73%	5,991	388	221	36.29%	609
ALACHUA	275	33	10.71%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	44	1	2.22%	45	4	4	50.00%	8
BRADFORD	0	0		0	0	0		0
BREVARD	136	39	22.29%	175	0	0		0
BROWARD	398	80	16.74%	478	26	28	51.85%	54
CALHOUN	0	0		0	0	0		0
CHARLOTTE	36	13	26.53%	49	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	51	11	17.74%	62	2	2	50.00%	4
COLLIER	60	25	29.41%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	321	100	23.75%	421	30	10	25.00%	40
ESCAMBIA	130	11	7.80%	141	6	10	62.50%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	38	24	38.71%	62	0	0		0
HIGHLANDS	23	9	28.13%	32	0	0		0
HILLSBOROUGH	300	68	18.48%	368	21	20	48.78%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	15	15	50.00%	30	0	0		0
JACKSON	5	6	54.55%	11	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	103	37	26.43%	140	67	19	22.09%	86
LEON	69	3	4.17%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	51	10	16.39%	61	0	0		0
MARION	84	8	8.70%	92	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	788	143	15.36%	931	66	39	37.14%	105
MONROE	9	5	35.71%	14	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	267	105	28.23%	372	72	40	35.71%	112
OSCEOLA	81	42	34.15%	123	2	4	66.67%	6
PALM BEACH	279	121	30.25%	400	21	12	36.36%	33
PASCO	119	9	7.03%	128	0	0		0
PINELLAS	263	54	17.03%	317	22	15	40.54%	37
POLK	120	23	16.08%	143	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	9	13	59.09%	22	0	0		0
SARASOTA	79	31	28.18%	110	0	0		0
SEMINOLE	56	18	24.32%	74	0	0		0
ST. JOHNS	21	23	52.27%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	6	0	0.00%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	162	58	26.36%	220	0	5	100.00%	5
WALTON	9	14	60.87%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
