County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,512	1,499	24.94%	6,011	366	249	40.49%	615
ALACHUA	264	44	14.29%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	50	0	0.00%	50	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	129	52	28.73%	181	0	0		0
BROWARD	365	99	21.34%	464	23	35	60.34%	58
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	7	14.29%	49	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	52	10	16.13%	62	2	2	50.00%	4
COLLIER	50	35	41.18%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	2	6	75.00%	8	0	0		0
DUVAL	282	155	35.47%	437	17	23	57.50%	40
ESCAMBIA	97	44	31.21%	141	5	11	68.75%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	23	7	23.33%	30	0	0		0
HILLSBOROUGH	326	59	15.32%	385	27	15	35.71%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	11	36.67%	30	0	0		0
JACKSON	6	4	40.00%	10	0	0		0
LAKE	71	33	31.73%	104	0	0		0
LEE	111	27	19.57%	138	69	17	19.77%	86
LEON	64	8	11.11%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	55	15	21.43%	70	0	0		0
MARION	78	10	11.36%	88	0	0		0
MARTIN	11	28	71.79%	39	0	0		0
MIAMI-DADE	711	229	24.36%	940	62	46	42.59%	108
MONROE	9	4	30.77%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	263	109	29.30%	372	71	41	36.61%	112
OSCEOLA	79	44	35.77%	123	0	6	100.00%	6
PALM BEACH	269	134	33.25%	403	18	15	45.45%	33
PASCO	115	15	11.54%	130	0	0		0
PINELLAS	224	61	21.40%	285	27	12	30.77%	39
POLK	118	28	19.18%	146	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	6	15	71.43%	21	0	0		0
SARASOTA	73	39	34.82%	112	0	0		0
SEMINOLE	70	3	4.11%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	5	1	16.67%	6
SUMTER	30	10	25.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	153	73	32.30%	226	1	4	80.00%	5
WALTON	14	9	39.13%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
