County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,620	1,555	25.18%	6,175	419	252	37.56%	671
ALACHUA	259	49	15.91%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	44	10	18.52%	54	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	127	40	23.95%	167	0	0		0
BROWARD	359	107	22.96%	466	50	33	39.76%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	38	13	25.49%	51	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	44	7	13.73%	51	3	1	25.00%	4
COLLIER	55	30	35.29%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	337	100	22.88%	437	20	20	50.00%	40
ESCAMBIA	125	16	11.35%	141	2	14	87.50%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	22	35.48%	62	0	0		0
HIGHLANDS	19	8	29.63%	27	0	0		0
HILLSBOROUGH	316	71	18.35%	387	26	17	39.53%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	23	8	25.81%	31	0	0		0
JACKSON	9	2	18.18%	11	0	0		0
LAKE	71	33	31.73%	104	0	0		0
LEE	107	33	23.57%	140	52	32	38.10%	84
LEON	66	6	8.33%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	47	21	30.88%	68	0	0		0
MARION	77	5	6.10%	82	0	0		0
MARTIN	12	13	52.00%	25	0	0		0
MIAMI-DADE	749	210	21.90%	959	78	43	35.54%	121
MONROE	6	7	53.85%	13	0	0		0
NASSAU	5	3	37.50%	8	0	0		0
OKALOOSA	51	3	5.56%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	287	115	28.61%	402	92	34	26.98%	126
OSCEOLA	80	43	34.96%	123	0	0		0
PALM BEACH	262	138	34.50%	400	11	21	65.63%	32
PASCO	106	20	15.87%	126	0	0		0
PINELLAS	250	74	22.84%	324	32	5	13.51%	37
POLK	125	155	55.36%	280	7	7	50.00%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	9	9	50.00%	18	0	0		0
SARASOTA	79	32	28.83%	111	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	71	19	21.11%	90	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	140	75	34.88%	215	0	5	100.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
