County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	48,803	14,780	23.25%	63,583
ALACHUA	1,512	238	13.60%	1,750
BAKER	480	146	23.32%	626
BAY	455	80	14.95%	535
BRADFORD	5	5	50.00%	10
BREVARD	1,192	426	26.33%	1,618
BROWARD	6,331	1,083	14.61%	7,414
CALHOUN	5	5	50.00%	10
CHARLOTTE	438	179	29.01%	617
CITRUS	229	96	29.54%	325
CLAY	465	81	14.84%	546
COLLIER	711	147	17.13%	858
COLUMBIA	95	0	0.00%	95
DESOTO	17	38	69.09%	55
DUVAL	2,869	699	19.59%	3,568
ESCAMBIA	1,079	377	25.89%	1,456
FLAGLER	94	5	5.05%	99
FRANKLIN	3	12	80.00%	15
GADSDEN	657	296	31.06%	953
GULF	5	16	76.19%	21
HARDEE	22	3	12.00%	25
HENDRY	9	20	68.97%	29
HERNANDO	525	199	27.49%	724
HIGHLANDS	204	51	20.00%	255
HILLSBOROUGH	3,272	558	14.57%	3,830
HOLMES	12	8	40.00%	20
INDIAN RIVER	323	132	29.01%	455
JACKSON	44	44	50.00%	88
LAKE	657	245	27.16%	902
LEE	1,465	351	19.33%	1,816
LEON	730	133	15.41%	863
MADISON	7	8	53.33%	15
MANATEE	640	133	17.21%	773
MARION	805	113	12.31%	918
MARTIN	254	252	49.80%	506
MIAMI-DADE	6,226	2,429	28.06%	8,655
MONROE	99	68	40.72%	167
NASSAU	40	28	41.18%	68
OKALOOSA	371	82	18.10%	453
OKEECHOBEE	50	50	50.00%	100
ORANGE	3,360	1,039	23.62%	4,399
OSCEOLA	893	281	23.94%	1,174
PALM BEACH	2,830	1,222	30.16%	4,052
PASCO	1,120	247	18.07%	1,367
PINELLAS	2,509	1,124	30.94%	3,633
POLK	1,342	318	19.16%	1,660
PUTNAM	59	25	29.76%	84
SANTA ROSA	134	217	61.82%	351
SARASOTA	964	272	22.01%	1,236
SEMINOLE	714	213	22.98%	927
ST. JOHNS	206	126	37.95%	332
ST. LUCIE	728	149	16.99%	877
SUMTER	256	91	26.22%	347
SUWANNEE	0	0		0
TAYLOR	7	5	41.67%	12
UNION	59	31	34.44%	90
VOLUSIA	1,122	511	31.29%	1,633
WALTON	57	60	51.28%	117
WASHINGTON	46	13	22.03%	59
