County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,624	1,478	24.22%	6,102	382	283	42.56%	665
ALACHUA	251	57	18.51%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	51	9	15.00%	60	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	102	58	36.25%	160	0	0		0
BROWARD	368	99	21.20%	467	37	51	57.95%	88
CALHOUN	0	0		0	0	0		0
CHARLOTTE	48	3	5.88%	51	0	0		0
CITRUS	28	12	30.00%	40	0	0		0
CLAY	36	14	28.00%	50	1	3	75.00%	4
COLLIER	62	22	26.19%	84	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	328	109	24.94%	437	20	20	50.00%	40
ESCAMBIA	126	15	10.64%	141	5	11	68.75%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	41	21	33.87%	62	0	0		0
HIGHLANDS	19	6	24.00%	25	0	0		0
HILLSBOROUGH	314	75	19.28%	389	24	19	44.19%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	13	15	53.57%	28	0	0		0
JACKSON	17	0	0.00%	17	0	0		0
LAKE	59	45	43.27%	104	0	0		0
LEE	102	34	25.00%	136	56	30	34.88%	86
LEON	60	12	16.67%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	47	21	30.88%	68	0	0		0
MARION	77	16	17.20%	93	0	0		0
MARTIN	19	4	17.39%	23	0	0		0
MIAMI-DADE	783	169	17.75%	952	63	50	44.25%	113
MONROE	11	2	15.38%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	40	14	25.93%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	250	128	33.86%	378	73	53	42.06%	126
OSCEOLA	82	41	33.33%	123	0	0		0
PALM BEACH	248	154	38.31%	402	15	17	53.13%	32
PASCO	119	18	13.14%	137	0	0		0
PINELLAS	252	76	23.17%	328	32	5	13.51%	37
POLK	146	34	18.89%	180	10	4	28.57%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	9	45.00%	20	0	0		0
SARASOTA	79	34	30.09%	113	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	19	25	56.82%	44	0	0		0
ST. LUCIE	71	19	21.11%	90	4	2	33.33%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	163	81	33.20%	244	0	0		0
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
