County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,049	1,153	18.59%	6,202	356	269	43.04%	625
ALACHUA	258	50	16.23%	308	30	17	36.17%	47
BAKER	0	0		0	0	0		0
BAY	64	6	8.57%	70	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	133	46	25.70%	179	0	0		0
BROWARD	481	49	9.25%	530	32	31	49.21%	63
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	10	16.95%	59	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	39	2	4.88%	41	3	11	78.57%	14
COLLIER	53	28	34.57%	81	0	0		0
COLUMBIA	10	1	9.09%	11	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	336	105	23.81%	441	20	20	50.00%	40
ESCAMBIA	135	6	4.26%	141	6	10	62.50%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	46	16	25.81%	62	0	0		0
HIGHLANDS	25	5	16.67%	30	0	0		0
HILLSBOROUGH	328	50	13.23%	378	23	18	43.90%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	12	37.50%	32	0	0		0
JACKSON	9	6	40.00%	15	0	0		0
LAKE	59	45	43.27%	104	0	0		0
LEE	126	15	10.64%	141	56	30	34.88%	86
LEON	68	4	5.56%	72	2	6	75.00%	8
MADISON	0	0		0	0	0		0
MANATEE	55	13	19.12%	68	0	0		0
MARION	80	4	4.76%	84	0	0		0
MARTIN	13	26	66.67%	39	0	0		0
MIAMI-DADE	880	125	12.44%	1,005	63	39	38.24%	102
MONROE	10	0	0.00%	10	0	0		0
NASSAU	2	6	75.00%	8	0	0		0
OKALOOSA	44	10	18.52%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	265	106	28.57%	371	65	47	41.96%	112
OSCEOLA	91	37	28.91%	128	0	6	100.00%	6
PALM BEACH	300	126	29.58%	426	8	24	75.00%	32
PASCO	113	25	18.12%	138	0	0		0
PINELLAS	255	48	15.84%	303	41	2	4.65%	43
POLK	152	13	7.88%	165	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	12	8	40.00%	20	0	0		0
SARASOTA	76	34	30.91%	110	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	6	0	0.00%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	172	52	23.21%	224	0	5	100.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
