County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,927	1,231	19.99%	6,158	372	253	40.48%	625
ALACHUA	268	40	12.99%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	62	3	4.62%	65	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	134	41	23.43%	175	0	0		0
BROWARD	440	67	13.21%	507	37	23	38.33%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	45	4	8.16%	49	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	39	3	7.14%	42	5	9	64.29%	14
COLLIER	65	20	23.53%	85	0	0		0
COLUMBIA	13	10	43.48%	23	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	340	101	22.90%	441	21	19	47.50%	40
ESCAMBIA	130	17	11.56%	147	4	12	75.00%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	50	12	19.35%	62	0	0		0
HIGHLANDS	26	5	16.13%	31	0	0		0
HILLSBOROUGH	337	79	18.99%	416	23	19	45.24%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	32	0	0.00%	32	0	0		0
JACKSON	7	6	46.15%	13	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	101	40	28.37%	141	62	24	27.91%	86
LEON	65	7	9.72%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	46	18	28.13%	64	0	0		0
MARION	68	10	12.82%	78	0	0		0
MARTIN	5	34	87.18%	39	0	0		0
MIAMI-DADE	847	137	13.92%	984	59	42	41.58%	101
MONROE	9	0	0.00%	9	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	285	87	23.39%	372	67	45	40.18%	112
OSCEOLA	92	35	27.56%	127	0	6	100.00%	6
PALM BEACH	290	126	30.29%	416	18	14	43.75%	32
PASCO	115	17	12.88%	132	0	0		0
PINELLAS	223	64	22.30%	287	33	12	26.67%	45
POLK	143	25	14.88%	168	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	9	40.91%	22	0	0		0
SARASOTA	76	32	29.63%	108	0	0		0
SEMINOLE	62	12	16.22%	74	0	0		0
ST. JOHNS	21	23	52.27%	44	0	0		0
ST. LUCIE	70	20	22.22%	90	5	1	16.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	156	66	29.73%	222	0	5	100.00%	5
WALTON	14	9	39.13%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
