County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,592	1,493	24.54%	6,085	411	242	37.06%	653
ALACHUA	262	46	14.94%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	58	10	14.71%	68	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	135	33	19.64%	168	0	0		0
BROWARD	358	98	21.49%	456	55	22	28.57%	77
CALHOUN	0	0		0	0	0		0
CHARLOTTE	48	1	2.04%	49	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	39	11	22.00%	50	4	0	0.00%	4
COLLIER	59	26	30.59%	85	0	0		0
COLUMBIA	10	0	0.00%	10	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	322	115	26.32%	437	20	20	50.00%	40
ESCAMBIA	117	24	17.02%	141	6	10	62.50%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	17	11	39.29%	28	0	0		0
HILLSBOROUGH	327	73	18.25%	400	20	17	45.95%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	12	40.00%	30	0	0		0
JACKSON	4	4	50.00%	8	0	0		0
LAKE	73	31	29.81%	104	0	0		0
LEE	111	27	19.57%	138	68	18	20.93%	86
LEON	60	12	16.67%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	64	9	12.33%	73	0	0		0
MARION	73	16	17.98%	89	0	0		0
MARTIN	24	1	4.00%	25	0	0		0
MIAMI-DADE	723	227	23.89%	950	70	42	37.50%	112
MONROE	4	9	69.23%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	46	8	14.81%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	263	147	35.85%	410	78	48	38.10%	126
OSCEOLA	84	39	31.71%	123	0	0		0
PALM BEACH	236	156	39.80%	392	11	21	65.63%	32
PASCO	122	12	8.96%	134	0	0		0
PINELLAS	226	78	25.66%	304	33	5	13.16%	38
POLK	128	52	28.89%	180	6	8	57.14%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	10	47.62%	21	0	0		0
SARASOTA	81	30	27.03%	111	0	0		0
SEMINOLE	59	12	16.90%	71	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	2	4	66.67%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	164	64	28.07%	228	1	4	80.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
