County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,697	1,456	23.66%	6,153	431	244	36.15%	675
ALACHUA	263	45	14.61%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	53	13	19.70%	66	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	119	49	29.17%	168	0	0		0
BROWARD	401	92	18.66%	493	50	33	39.76%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	9	18.00%	50	0	0		0
CITRUS	36	4	10.00%	40	0	0		0
CLAY	50	12	19.35%	62	2	2	50.00%	4
COLLIER	70	15	17.65%	85	0	0		0
COLUMBIA	12	0	0.00%	12	0	0		0
DESOTO	7	2	22.22%	9	0	0		0
DUVAL	313	124	28.38%	437	19	9	32.14%	28
ESCAMBIA	97	44	31.21%	141	7	9	56.25%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	51	12	19.05%	63	0	0		0
HIGHLANDS	29	6	17.14%	35	0	0		0
HILLSBOROUGH	303	96	24.06%	399	32	12	27.27%	44
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	6	20.00%	30	0	0		0
JACKSON	4	3	42.86%	7	0	0		0
LAKE	67	37	35.58%	104	0	0		0
LEE	117	24	17.02%	141	61	25	29.07%	86
LEON	66	6	8.33%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	58	9	13.43%	67	0	0		0
MARION	81	11	11.96%	92	0	0		0
MARTIN	13	9	40.91%	22	0	0		0
MIAMI-DADE	702	247	26.03%	949	66	62	48.44%	128
MONROE	12	5	29.41%	17	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	44	10	18.52%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	284	113	28.46%	397	78	48	38.10%	126
OSCEOLA	98	26	20.97%	124	0	0		0
PALM BEACH	286	116	28.86%	402	17	15	46.88%	32
PASCO	116	26	18.31%	142	0	0		0
PINELLAS	254	78	23.49%	332	39	4	9.30%	43
POLK	141	42	22.95%	183	9	5	35.71%	14
PUTNAM	6	4	40.00%	10	0	0		0
SANTA ROSA	11	1	8.33%	12	0	0		0
SARASOTA	65	46	41.44%	111	0	0		0
SEMINOLE	55	18	24.66%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	4	2	33.33%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	173	33	16.02%	206	2	3	60.00%	5
WALTON	12	10	45.45%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
