County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	49,201	13,474	21.50%	62,675
ALACHUA	1,553	240	13.39%	1,793
BAKER	485	140	22.40%	625
BAY	457	93	16.91%	550
BRADFORD	5	5	50.00%	10
BREVARD	1,249	404	24.44%	1,653
BROWARD	4,406	1,055	19.32%	5,461
CALHOUN	3	7	70.00%	10
CHARLOTTE	445	178	28.57%	623
CITRUS	242	64	20.92%	306
CLAY	465	79	14.52%	544
COLLIER	832	98	10.54%	930
COLUMBIA	104	0	0.00%	104
DESOTO	32	26	44.83%	58
DUVAL	2,873	874	23.33%	3,747
ESCAMBIA	1,110	353	24.13%	1,463
FLAGLER	93	6	6.06%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	669	284	29.80%	953
GULF	2	20	90.91%	22
HARDEE	24	1	4.00%	25
HENDRY	11	18	62.07%	29
HERNANDO	551	180	24.62%	731
HIGHLANDS	250	8	3.10%	258
HILLSBOROUGH	3,347	792	19.14%	4,139
HOLMES	10	10	50.00%	20
INDIAN RIVER	338	158	31.85%	496
JACKSON	38	52	57.78%	90
LAKE	744	165	18.15%	909
LEE	1,587	249	13.56%	1,836
LEON	751	92	10.91%	843
MADISON	7	8	53.33%	15
MANATEE	713	104	12.73%	817
MARION	859	87	9.20%	946
MARTIN	286	139	32.71%	425
MIAMI-DADE	6,486	2,165	25.03%	8,651
MONROE	82	91	52.60%	173
NASSAU	37	31	45.59%	68
OKALOOSA	400	61	13.23%	461
OKEECHOBEE	66	34	34.00%	100
ORANGE	3,512	1,186	25.24%	4,698
OSCEOLA	919	250	21.39%	1,169
PALM BEACH	2,984	1,122	27.33%	4,106
PASCO	1,229	252	17.02%	1,481
PINELLAS	2,527	657	20.63%	3,184
POLK	1,437	294	16.98%	1,731
PUTNAM	62	22	26.19%	84
SANTA ROSA	120	88	42.31%	208
SARASOTA	1,217	148	10.84%	1,365
SEMINOLE	741	217	22.65%	958
ST. JOHNS	193	139	41.87%	332
ST. LUCIE	747	113	13.14%	860
SUMTER	529	125	19.11%	654
SUWANNEE	0	0		0
TAYLOR	10	38	79.17%	48
UNION	52	18	25.71%	70
VOLUSIA	1,194	360	23.17%	1,554
WALTON	69	47	40.52%	116
WASHINGTON	45	14	23.73%	59
