County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,169	1,028	16.59%	6,197	426	248	36.80%	674
ALACHUA	292	16	5.19%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	59	5	7.81%	64	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	151	36	19.25%	187	0	0		0
BROWARD	411	74	15.26%	485	50	35	41.18%	85
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	8	15.38%	52	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	45	5	10.00%	50	2	2	50.00%	4
COLLIER	77	8	9.41%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	348	89	20.37%	437	21	7	25.00%	28
ESCAMBIA	130	21	13.91%	151	4	12	75.00%	16
FLAGLER	22	0	0.00%	22	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	55	8	12.70%	63	0	0		0
HIGHLANDS	32	5	13.51%	37	0	0		0
HILLSBOROUGH	320	64	16.67%	384	23	19	45.24%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	27	7	20.59%	34	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	67	37	35.58%	104	0	0		0
LEE	129	12	8.51%	141	68	18	20.93%	86
LEON	63	9	12.50%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	53	14	20.90%	67	0	0		0
MARION	98	6	5.77%	104	0	0		0
MARTIN	16	6	27.27%	22	0	0		0
MIAMI-DADE	812	162	16.63%	974	67	57	45.97%	124
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	302	92	23.35%	394	76	50	39.68%	126
OSCEOLA	102	25	19.69%	127	0	0		0
PALM BEACH	320	87	21.38%	407	15	18	54.55%	33
PASCO	138	4	2.82%	142	0	0		0
PINELLAS	277	65	19.01%	342	44	1	2.22%	45
POLK	152	31	16.94%	183	8	6	42.86%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	8	38.10%	21	0	0		0
SARASOTA	90	22	19.64%	112	0	0		0
SEMINOLE	55	8	12.70%	63	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	82	8	8.89%	90	3	3	50.00%	6
SUMTER	27	13	32.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	169	30	15.08%	199	0	5	100.00%	5
WALTON	19	3	13.64%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
