County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,019	984	16.39%	6,003	394	199	33.56%	593
ALACHUA	265	43	13.96%	308	38	9	19.15%	47
BAKER	0	0		0	0	0		0
BAY	73	0	0.00%	73	3	1	25.00%	4
BREVARD	107	66	38.15%	173	0	0		0
BROWARD	416	72	14.75%	488	30	28	48.28%	58
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	5	10.20%	49	0	0		0
CITRUS	28	7	20.00%	35	0	0		0
CLAY	42	0	0.00%	42	1	5	83.33%	6
COLLIER	46	35	43.21%	81	0	0		0
COLUMBIA	20	3	13.04%	23	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	358	76	17.51%	434	31	9	22.50%	40
ESCAMBIA	106	12	10.17%	118	5	11	68.75%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	55	8	12.70%	63	0	0		0
HIGHLANDS	26	4	13.33%	30	0	0		0
HILLSBOROUGH	341	44	11.43%	385	21	21	50.00%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	10	33.33%	30	0	0		0
JACKSON	4	2	33.33%	6	0	0		0
LAKE	73	14	16.09%	87	0	0		0
LEE	128	13	9.22%	141	68	18	20.93%	86
LEON	66	6	8.33%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	63	29	31.52%	92	0	0		0
MARION	75	3	3.85%	78	0	0		0
MARTIN	17	22	56.41%	39	0	0		0
MIAMI-DADE	810	155	16.06%	965	62	20	24.39%	82
MONROE	5	3	37.50%	8	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	55	2	3.51%	57	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	281	51	15.36%	332	74	35	32.11%	109
OSCEOLA	95	9	8.65%	104	0	6	100.00%	6
PALM BEACH	328	104	24.07%	432	15	17	53.13%	32
PASCO	123	6	4.65%	129	0	0		0
PINELLAS	250	43	14.68%	293	40	5	11.11%	45
POLK	153	12	7.27%	165	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	9	13	59.09%	22	0	0		0
SARASOTA	83	30	26.55%	113	0	0		0
SEMINOLE	71	2	2.74%	73	0	0		0
ST. JOHNS	32	12	27.27%	44	0	0		0
ST. LUCIE	86	4	4.44%	90	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	178	36	16.82%	214	0	5	100.00%	5
WALTON	14	9	39.13%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
