County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,517	1,479	24.67%	5,996	357	259	42.05%	616
ALACHUA	281	27	8.77%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	48	6	11.11%	54	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	126	54	30.00%	180	0	0		0
BROWARD	373	106	22.13%	479	29	33	53.23%	62
CALHOUN	0	0		0	0	0		0
CHARLOTTE	37	12	24.49%	49	0	0		0
CITRUS	25	15	37.50%	40	0	0		0
CLAY	40	2	4.76%	42	2	2	50.00%	4
COLLIER	51	34	40.00%	85	0	0		0
COLUMBIA	18	3	14.29%	21	0	0		0
DESOTO	1	7	87.50%	8	0	0		0
DUVAL	305	136	30.84%	441	18	22	55.00%	40
ESCAMBIA	120	21	14.89%	141	6	10	62.50%	16
FLAGLER	11	7	38.89%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	48	14	22.58%	62	0	0		0
HIGHLANDS	23	10	30.30%	33	0	0		0
HILLSBOROUGH	298	71	19.24%	369	21	17	44.74%	38
HOLMES	0	0		0	0	0		0
INDIAN RIVER	9	21	70.00%	30	0	0		0
JACKSON	4	4	50.00%	8	0	0		0
LAKE	83	21	20.19%	104	0	0		0
LEE	116	24	17.14%	140	63	23	26.74%	86
LEON	57	15	20.83%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	49	12	19.67%	61	0	0		0
MARION	86	5	5.49%	91	0	0		0
MARTIN	16	23	58.97%	39	0	0		0
MIAMI-DADE	751	184	19.68%	935	58	46	44.23%	104
MONROE	10	0	0.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	45	9	16.67%	54	0	0		0
OKEECHOBEE	5	3	37.50%	8	0	0		0
ORANGE	254	118	31.72%	372	67	45	40.18%	112
OSCEOLA	75	48	39.02%	123	0	6	100.00%	6
PALM BEACH	255	145	36.25%	400	17	15	46.88%	32
PASCO	105	23	17.97%	128	0	0		0
PINELLAS	217	92	29.77%	309	25	20	44.44%	45
POLK	115	21	15.44%	136	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	8	13	61.90%	21	0	0		0
SARASOTA	69	41	37.27%	110	0	0		0
SEMINOLE	60	13	17.81%	73	0	0		0
ST. JOHNS	25	19	43.18%	44	0	0		0
ST. LUCIE	76	14	15.56%	90	3	3	50.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	154	69	30.94%	223	1	4	80.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
