County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,210	1,019	16.36%	6,229	400	229	36.41%	629
ALACHUA	275	33	10.71%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	66	16	19.51%	82	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	129	48	27.12%	177	0	0		0
BROWARD	482	46	8.71%	528	31	32	50.79%	63
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	4	8.00%	50	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	40	2	4.76%	42	3	11	78.57%	14
COLLIER	62	23	27.06%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	334	103	23.57%	437	23	17	42.50%	40
ESCAMBIA	133	14	9.52%	147	7	9	56.25%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	55	7	11.29%	62	0	0		0
HIGHLANDS	29	2	6.45%	31	0	0		0
HILLSBOROUGH	355	29	7.55%	384	26	16	38.10%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	29	5	14.71%	34	0	0		0
JACKSON	12	4	25.00%	16	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	115	26	18.44%	141	62	24	27.91%	86
LEON	60	12	16.67%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	54	13	19.40%	67	0	0		0
MARION	81	8	8.99%	89	0	0		0
MARTIN	7	32	82.05%	39	0	0		0
MIAMI-DADE	886	91	9.31%	977	70	34	32.69%	104
MONROE	6	2	25.00%	8	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	51	4	7.27%	55	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	290	82	22.04%	372	78	34	30.36%	112
OSCEOLA	100	34	25.37%	134	1	5	83.33%	6
PALM BEACH	326	97	22.93%	423	19	13	40.63%	32
PASCO	109	22	16.79%	131	0	0		0
PINELLAS	253	42	14.24%	295	41	2	4.65%	43
POLK	172	15	8.02%	187	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	15	8	34.78%	23	0	0		0
SARASOTA	86	27	23.89%	113	0	0		0
SEMINOLE	65	9	12.16%	74	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	2	4	66.67%	6
SUMTER	30	10	25.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	172	66	27.73%	238	0	5	100.00%	5
WALTON	18	5	21.74%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
