County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,843	1,405	22.49%	6,248	411	279	40.43%	690
ALACHUA	277	31	10.06%	308	34	13	27.66%	47
BAKER	0	0		0	0	0		0
BAY	50	14	21.88%	64	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	138	30	17.86%	168	0	0		0
BROWARD	353	103	22.59%	456	38	47	55.29%	85
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	5	9.80%	51	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	43	7	14.00%	50	3	1	25.00%	4
COLLIER	66	19	22.35%	85	0	0		0
COLUMBIA	11	0	0.00%	11	0	0		0
DESOTO	4	2	33.33%	6	0	0		0
DUVAL	342	95	21.74%	437	20	20	50.00%	40
ESCAMBIA	127	14	9.93%	141	6	10	62.50%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	47	15	24.19%	62	0	0		0
HIGHLANDS	24	4	14.29%	28	0	0		0
HILLSBOROUGH	334	60	15.23%	394	25	17	40.48%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	16	50.00%	32	0	0		0
JACKSON	12	0	0.00%	12	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	114	24	17.39%	138	59	27	31.40%	86
LEON	60	12	16.67%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	60	13	17.81%	73	0	0		0
MARION	88	3	3.30%	91	0	0		0
MARTIN	19	2	9.52%	21	0	0		0
MIAMI-DADE	769	194	20.15%	963	80	46	36.51%	126
MONROE	8	5	38.46%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	248	152	38.00%	400	72	62	46.27%	134
OSCEOLA	79	44	35.77%	123	0	0		0
PALM BEACH	295	211	41.70%	506	21	11	34.38%	32
PASCO	144	12	7.69%	156	0	0		0
PINELLAS	272	63	18.81%	335	35	5	12.50%	40
POLK	139	41	22.78%	180	10	4	28.57%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	9	39.13%	23	0	0		0
SARASOTA	78	31	28.44%	109	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	21	23	52.27%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	4	2	33.33%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	162	62	27.68%	224	0	5	100.00%	5
WALTON	5	18	78.26%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
