County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,832	1,304	21.25%	6,136	390	258	39.81%	648
ALACHUA	276	32	10.39%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	50	14	21.88%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	120	46	27.71%	166	0	0		0
BROWARD	383	85	18.16%	468	41	41	50.00%	82
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	2	4.08%	49	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	34	16	32.00%	50	3	1	25.00%	4
COLLIER	65	17	20.73%	82	0	0		0
COLUMBIA	14	0	0.00%	14	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	324	96	22.86%	420	22	18	45.00%	40
ESCAMBIA	120	21	14.89%	141	5	11	68.75%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	22	35.48%	62	0	0		0
HIGHLANDS	27	2	6.90%	29	0	0		0
HILLSBOROUGH	339	54	13.74%	393	25	15	37.50%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	11	36.67%	30	0	0		0
JACKSON	14	0	0.00%	14	0	0		0
LAKE	68	36	34.62%	104	0	0		0
LEE	109	28	20.44%	137	56	30	34.88%	86
LEON	67	5	6.94%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	61	5	7.58%	66	0	0		0
MARION	79	11	12.22%	90	0	0		0
MARTIN	23	0	0.00%	23	0	0		0
MIAMI-DADE	781	164	17.35%	945	62	51	45.13%	113
MONROE	12	1	7.69%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	51	3	5.56%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	282	120	29.85%	402	77	43	35.83%	120
OSCEOLA	79	44	35.77%	123	0	0		0
PALM BEACH	269	148	35.49%	417	14	18	56.25%	32
PASCO	126	15	10.64%	141	0	0		0
PINELLAS	255	77	23.19%	332	30	5	14.29%	35
POLK	141	39	21.67%	180	5	9	64.29%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	9	42.86%	21	0	0		0
SARASOTA	88	25	22.12%	113	0	0		0
SEMINOLE	55	18	24.66%	73	0	0		0
ST. JOHNS	21	23	52.27%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	5	1	16.67%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	177	70	28.34%	247	0	0		0
WALTON	13	10	43.48%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
