County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,722	1,255	21.00%	5,977	373	255	40.61%	628
ALACHUA	275	33	10.71%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	51	3	5.56%	54	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	135	40	22.86%	175	0	0		0
BROWARD	392	91	18.84%	483	26	37	58.73%	63
CALHOUN	0	0		0	0	0		0
CHARLOTTE	35	12	25.53%	47	0	0		0
CITRUS	31	6	16.22%	37	0	0		0
CLAY	36	14	28.00%	50	2	2	50.00%	4
COLLIER	62	23	27.06%	85	0	0		0
COLUMBIA	13	0	0.00%	13	0	0		0
DESOTO	1	7	87.50%	8	0	0		0
DUVAL	316	121	27.69%	437	23	19	45.24%	42
ESCAMBIA	127	14	9.93%	141	6	10	62.50%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	41	21	33.87%	62	0	0		0
HIGHLANDS	17	14	45.16%	31	0	0		0
HILLSBOROUGH	335	40	10.67%	375	25	15	37.50%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	17	13	43.33%	30	0	0		0
JACKSON	4	5	55.56%	9	0	0		0
LAKE	81	23	22.12%	104	0	0		0
LEE	111	28	20.14%	139	58	28	32.56%	86
LEON	61	11	15.28%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	46	12	20.69%	58	0	0		0
MARION	81	8	8.99%	89	0	0		0
MARTIN	15	24	61.54%	39	0	0		0
MIAMI-DADE	791	142	15.22%	933	64	46	41.82%	110
MONROE	10	0	0.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	46	7	13.21%	53	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	269	107	28.46%	376	75	37	33.04%	112
OSCEOLA	79	44	35.77%	123	0	6	100.00%	6
PALM BEACH	277	126	31.27%	403	16	17	51.52%	33
PASCO	114	13	10.24%	127	0	0		0
PINELLAS	247	54	17.94%	301	37	8	17.78%	45
POLK	116	21	15.33%	137	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	10	11	52.38%	21	0	0		0
SARASOTA	60	50	45.45%	110	0	0		0
SEMINOLE	58	10	14.71%	68	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	76	14	15.56%	90	5	1	16.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	170	54	24.11%	224	0	5	100.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
