County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,736	1,409	22.93%	6,145	400	265	39.85%	665
ALACHUA	269	39	12.66%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	52	12	18.75%	64	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	121	43	26.22%	164	0	0		0
BROWARD	370	111	23.08%	481	44	37	45.68%	81
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	12	23.08%	52	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	49	13	20.97%	62	2	2	50.00%	4
COLLIER	68	17	20.00%	85	0	0		0
COLUMBIA	14	0	0.00%	14	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	318	100	23.92%	418	20	8	28.57%	28
ESCAMBIA	109	32	22.70%	141	6	10	62.50%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	53	10	15.87%	63	0	0		0
HIGHLANDS	21	7	25.00%	28	0	0		0
HILLSBOROUGH	315	88	21.84%	403	26	16	38.10%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	22	10	31.25%	32	0	0		0
JACKSON	4	3	42.86%	7	0	0		0
LAKE	65	39	37.50%	104	0	0		0
LEE	118	36	23.38%	154	58	28	32.56%	86
LEON	69	3	4.17%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	55	12	17.91%	67	0	0		0
MARION	78	12	13.33%	90	0	0		0
MARTIN	11	11	50.00%	22	0	0		0
MIAMI-DADE	728	226	23.69%	954	60	64	51.61%	124
MONROE	11	6	35.29%	17	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	281	119	29.75%	400	75	51	40.48%	126
OSCEOLA	96	27	21.95%	123	0	0		0
PALM BEACH	300	99	24.81%	399	16	16	50.00%	32
PASCO	122	24	16.44%	146	0	0		0
PINELLAS	258	76	22.75%	334	37	4	9.76%	41
POLK	136	47	25.68%	183	9	5	35.71%	14
PUTNAM	6	4	40.00%	10	0	0		0
SANTA ROSA	14	2	12.50%	16	0	0		0
SARASOTA	74	38	33.93%	112	0	0		0
SEMINOLE	53	20	27.40%	73	0	0		0
ST. JOHNS	17	27	61.36%	44	0	0		0
ST. LUCIE	78	9	10.34%	87	4	2	33.33%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	171	39	18.57%	210	0	5	100.00%	5
WALTON	15	7	31.82%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
