County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,799	1,329	21.69%	6,128	412	270	39.59%	682
ALACHUA	269	39	12.66%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	54	8	12.90%	62	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	128	51	28.49%	179	0	0		0
BROWARD	392	91	18.84%	483	46	40	46.51%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	5	9.62%	52	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	48	6	11.11%	54	4	0	0.00%	4
COLLIER	67	19	22.09%	86	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	9	0	0.00%	9	0	0		0
DUVAL	336	98	22.58%	434	20	8	28.57%	28
ESCAMBIA	133	18	11.92%	151	3	13	81.25%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	20	31.75%	63	0	0		0
HIGHLANDS	25	1	3.85%	26	0	0		0
HILLSBOROUGH	304	96	24.00%	400	17	25	59.52%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	29	4	12.12%	33	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	119	23	16.20%	142	64	22	25.58%	86
LEON	58	14	19.44%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	56	8	12.50%	64	0	0		0
MARION	86	9	9.47%	95	0	0		0
MARTIN	11	10	47.62%	21	0	0		0
MIAMI-DADE	734	208	22.08%	942	76	61	44.53%	137
MONROE	6	7	53.85%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	41	13	24.07%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	293	105	26.38%	398	79	47	37.30%	126
OSCEOLA	85	43	33.59%	128	0	0		0
PALM BEACH	276	126	31.34%	402	13	19	59.38%	32
PASCO	122	19	13.48%	141	0	0		0
PINELLAS	273	63	18.75%	336	36	4	10.00%	40
POLK	141	42	22.95%	183	8	6	42.86%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	8	12	60.00%	20	0	0		0
SARASOTA	77	36	31.86%	113	0	0		0
SEMINOLE	59	14	19.18%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	74	16	17.78%	90	3	3	50.00%	6
SUMTER	38	2	5.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	146	34	18.89%	180	1	4	80.00%	5
WALTON	20	1	4.76%	21	0	0		0
WASHINGTON	0	0		0	0	0		0
