County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,707	1,380	22.67%	6,087	436	224	33.94%	660
ALACHUA	263	45	14.61%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	57	0	0.00%	57	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	123	42	25.45%	165	0	0		0
BROWARD	373	100	21.14%	473	60	20	25.00%	80
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	5	9.26%	54	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	40	10	20.00%	50	1	3	75.00%	4
COLLIER	66	19	22.35%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	335	103	23.52%	438	20	20	50.00%	40
ESCAMBIA	123	18	12.77%	141	8	8	50.00%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	45	17	27.42%	62	0	0		0
HIGHLANDS	25	8	24.24%	33	0	0		0
HILLSBOROUGH	304	84	21.65%	388	24	19	44.19%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	9	31.03%	29	0	0		0
JACKSON	9	0	0.00%	9	0	0		0
LAKE	68	36	34.62%	104	0	0		0
LEE	115	23	16.67%	138	62	24	27.91%	86
LEON	65	7	9.72%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	60	8	11.76%	68	0	0		0
MARION	78	9	10.34%	87	0	0		0
MARTIN	15	7	31.82%	22	0	0		0
MIAMI-DADE	725	185	20.33%	910	72	42	36.84%	114
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	299	99	24.87%	398	77	49	38.89%	126
OSCEOLA	86	37	30.08%	123	0	0		0
PALM BEACH	257	143	35.75%	400	16	16	50.00%	32
PASCO	119	14	10.53%	133	0	0		0
PINELLAS	273	57	17.27%	330	34	5	12.82%	39
POLK	103	79	43.41%	182	12	2	14.29%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	10	47.62%	21	0	0		0
SARASOTA	70	38	35.19%	108	0	0		0
SEMINOLE	63	10	13.70%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	70	20	22.22%	90	4	2	33.33%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	167	84	33.47%	251	0	0		0
WALTON	18	5	21.74%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
