County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,955	1,204	19.55%	6,159	422	253	37.48%	675
ALACHUA	285	23	7.47%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	58	9	13.43%	67	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	136	43	24.02%	179	0	0		0
BROWARD	405	89	18.02%	494	43	38	46.91%	81
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	11	21.15%	52	0	0		0
CITRUS	31	9	22.50%	40	0	0		0
CLAY	41	6	12.77%	47	3	1	25.00%	4
COLLIER	70	15	17.65%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	358	54	13.11%	412	19	8	29.63%	27
ESCAMBIA	122	29	19.21%	151	3	17	85.00%	20
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	49	15	23.44%	64	0	0		0
HIGHLANDS	22	5	18.52%	27	0	0		0
HILLSBOROUGH	308	82	21.03%	390	20	23	53.49%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	6	20.00%	30	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	116	27	18.88%	143	65	21	24.42%	86
LEON	65	5	7.14%	70	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	60	8	11.76%	68	0	0		0
MARION	87	10	10.31%	97	0	0		0
MARTIN	17	8	32.00%	25	0	0		0
MIAMI-DADE	757	182	19.38%	939	66	62	48.44%	128
MONROE	12	5	29.41%	17	0	0		0
NASSAU	4	4	50.00%	8	0	0		0
OKALOOSA	51	4	7.27%	55	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	296	99	25.06%	395	85	41	32.54%	126
OSCEOLA	103	23	18.25%	126	0	0		0
PALM BEACH	302	111	26.88%	413	16	16	50.00%	32
PASCO	120	21	14.89%	141	0	0		0
PINELLAS	245	105	30.00%	350	39	4	9.30%	43
POLK	156	28	15.22%	184	14	0	0.00%	14
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	14	1	6.67%	15	0	0		0
SARASOTA	81	32	28.32%	113	0	0		0
SEMINOLE	68	5	6.85%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	72	20	21.74%	92	4	2	33.33%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	167	36	17.73%	203	2	3	60.00%	5
WALTON	20	2	9.09%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
