County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,817	1,341	21.78%	6,158	404	268	39.88%	672
ALACHUA	269	39	12.66%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	58	0	0.00%	58	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	129	38	22.75%	167	0	0		0
BROWARD	373	106	22.13%	479	49	43	46.74%	92
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	3	6.12%	49	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	38	12	24.00%	50	0	4	100.00%	4
COLLIER	68	17	20.00%	85	0	0		0
COLUMBIA	14	0	0.00%	14	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	350	87	19.91%	437	21	19	47.50%	40
ESCAMBIA	121	20	14.18%	141	5	11	68.75%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	51	11	17.74%	62	0	0		0
HIGHLANDS	23	4	14.81%	27	0	0		0
HILLSBOROUGH	331	76	18.67%	407	26	16	38.10%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	17	15	46.88%	32	0	0		0
JACKSON	11	0	0.00%	11	0	0		0
LAKE	74	30	28.85%	104	0	0		0
LEE	103	35	25.36%	138	53	33	38.37%	86
LEON	69	3	4.17%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	56	12	17.65%	68	0	0		0
MARION	83	6	6.74%	89	0	0		0
MARTIN	17	4	19.05%	21	0	0		0
MIAMI-DADE	766	178	18.86%	944	70	46	39.66%	116
MONROE	11	2	15.38%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	277	125	31.09%	402	82	44	34.92%	126
OSCEOLA	84	39	31.71%	123	0	0		0
PALM BEACH	266	134	33.50%	400	14	18	56.25%	32
PASCO	130	9	6.47%	139	0	0		0
PINELLAS	255	67	20.81%	322	28	10	26.32%	38
POLK	133	47	26.11%	180	10	4	28.57%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	8	38.10%	21	0	0		0
SARASOTA	82	36	30.51%	118	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	25	19	43.18%	44	0	0		0
ST. LUCIE	74	16	17.78%	90	4	2	33.33%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	168	89	34.63%	257	0	0		0
WALTON	9	14	60.87%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
