County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,461	1,543	25.70%	6,004	370	240	39.34%	610
ALACHUA	266	42	13.64%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	47	2	4.08%	49	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	113	62	35.43%	175	0	0		0
BROWARD	382	92	19.41%	474	30	23	43.40%	53
CALHOUN	0	0		0	0	0		0
CHARLOTTE	37	12	24.49%	49	0	0		0
CITRUS	28	8	22.22%	36	0	0		0
CLAY	44	10	18.52%	54	1	3	75.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	9	0	0.00%	9	0	0		0
DESOTO	4	3	42.86%	7	0	0		0
DUVAL	276	161	36.84%	437	17	23	57.50%	40
ESCAMBIA	118	23	16.31%	141	4	12	75.00%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	39	23	37.10%	62	0	0		0
HIGHLANDS	18	8	30.77%	26	0	0		0
HILLSBOROUGH	304	86	22.05%	390	21	15	41.67%	36
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	16	50.00%	32	0	0		0
JACKSON	6	6	50.00%	12	0	0		0
LAKE	81	23	22.12%	104	0	0		0
LEE	107	33	23.57%	140	70	16	18.60%	86
LEON	63	9	12.50%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	51	11	17.74%	62	0	0		0
MARION	81	7	7.95%	88	0	0		0
MARTIN	12	27	69.23%	39	0	0		0
MIAMI-DADE	748	185	19.83%	933	61	48	44.04%	109
MONROE	10	0	0.00%	10	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	46	7	13.21%	53	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	257	115	30.91%	372	76	36	32.14%	112
OSCEOLA	76	47	38.21%	123	1	5	83.33%	6
PALM BEACH	253	187	42.50%	440	16	17	51.52%	33
PASCO	100	30	23.08%	130	0	0		0
PINELLAS	227	61	21.18%	288	36	8	18.18%	44
POLK	116	21	15.33%	137	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	11	12	52.17%	23	0	0		0
SARASOTA	71	40	36.04%	111	0	0		0
SEMINOLE	56	17	23.29%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	141	74	34.42%	215	0	5	100.00%	5
WALTON	11	12	52.17%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
