County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,206	14,832	24.30%	61,038
ALACHUA	1,414	306	17.79%	1,720
BAKER	514	111	17.76%	625
BAY	452	121	21.12%	573
BRADFORD	5	5	50.00%	10
BREVARD	1,151	477	29.30%	1,628
BROWARD	4,061	1,115	21.54%	5,176
CALHOUN	9	1	10.00%	10
CHARLOTTE	443	156	26.04%	599
CITRUS	222	75	25.25%	297
CLAY	482	81	14.39%	563
COLLIER	733	127	14.77%	860
COLUMBIA	105	0	0.00%	105
DESOTO	33	25	43.10%	58
DUVAL	2,679	1,000	27.18%	3,679
ESCAMBIA	1,033	423	29.05%	1,456
FLAGLER	81	19	19.00%	100
FRANKLIN	0	15	100.00%	15
GADSDEN	570	383	40.19%	953
GULF	7	14	66.67%	21
HARDEE	25	1	3.85%	26
HENDRY	10	19	65.52%	29
HERNANDO	529	213	28.71%	742
HIGHLANDS	207	52	20.08%	259
HILLSBOROUGH	3,230	853	20.89%	4,083
HOLMES	12	8	40.00%	20
INDIAN RIVER	346	111	24.29%	457
JACKSON	43	52	54.74%	95
LAKE	725	192	20.94%	917
LEE	1,512	306	16.83%	1,818
LEON	732	111	13.17%	843
MADISON	14	2	12.50%	16
MANATEE	679	96	12.39%	775
MARION	792	113	12.49%	905
MARTIN	281	147	34.35%	428
MIAMI-DADE	6,586	2,176	24.83%	8,762
MONROE	74	95	56.21%	169
NASSAU	39	29	42.65%	68
OKALOOSA	351	101	22.35%	452
OKEECHOBEE	31	69	69.00%	100
ORANGE	3,289	1,096	24.99%	4,385
OSCEOLA	896	265	22.83%	1,161
PALM BEACH	2,757	1,121	28.91%	3,878
PASCO	1,092	331	23.26%	1,423
PINELLAS	2,278	971	29.89%	3,249
POLK	1,322	367	21.73%	1,689
PUTNAM	68	16	19.05%	84
SANTA ROSA	102	139	57.68%	241
SARASOTA	1,084	175	13.90%	1,259
SEMINOLE	716	233	24.55%	949
ST. JOHNS	192	139	41.99%	331
ST. LUCIE	737	120	14.00%	857
SUMTER	246	101	29.11%	347
SUWANNEE	0	0		0
TAYLOR	2	10	83.33%	12
UNION	52	23	30.67%	75
VOLUSIA	1,072	440	29.10%	1,512
WALTON	54	61	53.04%	115
WASHINGTON	35	24	40.68%	59
