County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	44,935	15,885	26.12%	60,820
ALACHUA	1,438	276	16.10%	1,714
BAKER	500	125	20.00%	625
BAY	434	113	20.66%	547
BRADFORD	5	5	50.00%	10
BREVARD	1,206	409	25.33%	1,615
BROWARD	4,135	1,101	21.03%	5,236
CALHOUN	3	7	70.00%	10
CHARLOTTE	400	205	33.88%	605
CITRUS	216	74	25.52%	290
CLAY	467	75	13.84%	542
COLLIER	677	166	19.69%	843
COLUMBIA	87	4	4.40%	91
DESOTO	12	43	78.18%	55
DUVAL	2,706	855	24.01%	3,561
ESCAMBIA	981	475	32.62%	1,456
FLAGLER	96	3	3.03%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	567	386	40.50%	953
GULF	4	17	80.95%	21
HARDEE	18	7	28.00%	25
HENDRY	5	24	82.76%	29
HERNANDO	483	258	34.82%	741
HIGHLANDS	197	55	21.83%	252
HILLSBOROUGH	3,103	893	22.35%	3,996
HOLMES	7	13	65.00%	20
INDIAN RIVER	297	157	34.58%	454
JACKSON	35	61	63.54%	96
LAKE	679	225	24.89%	904
LEE	1,475	331	18.33%	1,806
LEON	703	146	17.20%	849
MADISON	9	6	40.00%	15
MANATEE	645	122	15.91%	767
MARION	745	170	18.58%	915
MARTIN	266	164	38.14%	430
MIAMI-DADE	6,226	2,542	28.99%	8,768
MONROE	69	88	56.05%	157
NASSAU	41	27	39.71%	68
OKALOOSA	375	76	16.85%	451
OKEECHOBEE	33	67	67.00%	100
ORANGE	3,420	1,015	22.89%	4,435
OSCEOLA	834	318	27.60%	1,152
PALM BEACH	2,757	1,264	31.43%	4,021
PASCO	1,059	270	20.32%	1,329
PINELLAS	2,125	999	31.98%	3,124
POLK	1,244	438	26.04%	1,682
PUTNAM	58	26	30.95%	84
SANTA ROSA	105	237	69.30%	342
SARASOTA	1,000	155	13.42%	1,155
SEMINOLE	673	263	28.10%	936
ST. JOHNS	193	139	41.87%	332
ST. LUCIE	693	185	21.07%	878
SUMTER	228	119	34.29%	347
SUWANNEE	0	0		0
TAYLOR	5	7	58.33%	12
UNION	50	29	36.71%	79
VOLUSIA	1,039	563	35.14%	1,602
WALTON	63	57	47.50%	120
WASHINGTON	42	17	28.81%	59
