County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,856	1,264	20.65%	6,120	389	273	41.24%	662
ALACHUA	273	35	11.36%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	57	2	3.39%	59	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	138	31	18.34%	169	0	0		0
BROWARD	395	81	17.02%	476	40	43	51.81%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	3	5.77%	52	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	46	4	8.00%	50	3	1	25.00%	4
COLLIER	61	24	28.24%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	327	116	26.19%	443	23	17	42.50%	40
ESCAMBIA	133	18	11.92%	151	4	12	75.00%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	22	35.48%	62	0	0		0
HIGHLANDS	19	9	32.14%	28	0	0		0
HILLSBOROUGH	318	84	20.90%	402	21	21	50.00%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	14	46.67%	30	0	0		0
JACKSON	8	2	20.00%	10	0	0		0
LAKE	67	37	35.58%	104	0	0		0
LEE	110	29	20.86%	139	58	28	32.56%	86
LEON	65	8	10.96%	73	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	63	7	10.00%	70	0	0		0
MARION	82	7	7.87%	89	0	0		0
MARTIN	9	12	57.14%	21	0	0		0
MIAMI-DADE	796	153	16.12%	949	56	48	46.15%	104
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	51	3	5.56%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	279	119	29.90%	398	78	48	38.10%	126
OSCEOLA	84	39	31.71%	123	0	0		0
PALM BEACH	264	136	34.00%	400	14	18	56.25%	32
PASCO	131	19	12.67%	150	0	0		0
PINELLAS	265	67	20.18%	332	39	5	11.36%	44
POLK	145	32	18.08%	177	11	3	21.43%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	13	9	40.91%	22	0	0		0
SARASOTA	91	21	18.75%	112	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	85	5	5.56%	90	3	3	50.00%	6
SUMTER	26	14	35.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	143	45	23.94%	188	0	5	100.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
