County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,587	1,417	23.60%	6,004	426	231	35.16%	657
ALACHUA	267	41	13.31%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	57	5	8.06%	62	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	130	37	22.16%	167	0	0		0
BROWARD	334	97	22.51%	431	29	37	56.06%	66
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	4	8.00%	50	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	37	13	26.00%	50	4	0	0.00%	4
COLLIER	49	36	42.35%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	2	6	75.00%	8	0	0		0
DUVAL	348	89	20.37%	437	24	16	40.00%	40
ESCAMBIA	133	8	5.67%	141	6	10	62.50%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	38	24	38.71%	62	0	0		0
HIGHLANDS	25	5	16.67%	30	0	0		0
HILLSBOROUGH	324	35	9.75%	359	22	16	42.11%	38
HOLMES	0	0		0	0	0		0
INDIAN RIVER	13	14	51.85%	27	0	0		0
JACKSON	5	3	37.50%	8	0	0		0
LAKE	75	29	27.88%	104	0	0		0
LEE	102	35	25.55%	137	69	17	19.77%	86
LEON	67	5	6.94%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	55	13	19.12%	68	0	0		0
MARION	80	8	9.09%	88	0	0		0
MARTIN	16	26	61.90%	42	0	0		0
MIAMI-DADE	724	223	23.55%	947	77	46	37.40%	123
MONROE	5	8	61.54%	13	0	0		0
NASSAU	5	3	37.50%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	4	0	0.00%	4	0	0		0
ORANGE	275	129	31.93%	404	83	43	34.13%	126
OSCEOLA	86	41	32.28%	127	0	0		0
PALM BEACH	258	142	35.50%	400	19	13	40.63%	32
PASCO	101	18	15.13%	119	0	0		0
PINELLAS	244	61	20.00%	305	36	5	12.20%	41
POLK	128	34	20.99%	162	9	5	35.71%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	8	12	60.00%	20	0	0		0
SARASOTA	57	51	47.22%	108	0	0		0
SEMINOLE	61	12	16.44%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	76	13	14.61%	89	4	2	33.33%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	167	72	30.13%	239	0	5	100.00%	5
WALTON	8	15	65.22%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
