County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,977	1,135	18.57%	6,112	378	243	39.13%	621
ALACHUA	278	30	9.74%	308	34	13	27.66%	47
BAKER	0	0		0	0	0		0
BAY	46	4	8.00%	50	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	135	40	22.86%	175	0	0		0
BROWARD	443	75	14.48%	518	35	22	38.60%	57
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	8	16.33%	49	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	39	3	7.14%	42	5	9	64.29%	14
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	16	2	11.11%	18	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	343	98	22.22%	441	17	23	57.50%	40
ESCAMBIA	126	21	14.29%	147	4	12	75.00%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	29	6	17.14%	35	0	0		0
HILLSBOROUGH	339	31	8.38%	370	27	14	34.15%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	15	17	53.13%	32	0	0		0
JACKSON	8	7	46.67%	15	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	108	32	22.86%	140	62	24	27.91%	86
LEON	65	7	9.72%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	60	8	11.76%	68	0	0		0
MARION	86	9	9.47%	95	0	0		0
MARTIN	9	30	76.92%	39	0	0		0
MIAMI-DADE	835	146	14.88%	981	67	40	37.38%	107
MONROE	9	0	0.00%	9	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	46	8	14.81%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	291	81	21.77%	372	70	42	37.50%	112
OSCEOLA	90	39	30.23%	129	0	6	100.00%	6
PALM BEACH	303	104	25.55%	407	15	17	53.13%	32
PASCO	120	10	7.69%	130	0	0		0
PINELLAS	246	52	17.45%	298	34	5	12.82%	39
POLK	142	17	10.69%	159	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	7	14	66.67%	21	0	0		0
SARASOTA	72	36	33.33%	108	0	0		0
SEMINOLE	62	8	11.43%	70	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	5	1	16.67%	6
SUMTER	30	10	25.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	162	54	25.00%	216	0	5	100.00%	5
WALTON	13	10	43.48%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
