County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,743	1,365	22.35%	6,108	749	288	27.77%	1,037
ALACHUA	262	46	14.94%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	49	15	23.44%	64	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	132	37	21.89%	169	0	0		0
BROWARD	399	74	15.64%	473	48	24	33.33%	72
CALHOUN	0	0		0	0	0		0
CHARLOTTE	48	4	7.69%	52	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	33	17	34.00%	50	3	1	25.00%	4
COLLIER	64	21	24.71%	85	0	0		0
COLUMBIA	11	0	0.00%	11	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	308	118	27.70%	426	28	2	6.67%	30
ESCAMBIA	97	54	35.76%	151	10	6	37.50%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	45	20	30.77%	65	0	0		0
HIGHLANDS	19	8	29.63%	27	0	0		0
HILLSBOROUGH	306	85	21.74%	391	331	88	21.00%	419
HOLMES	0	0		0	0	0		0
INDIAN RIVER	25	7	21.88%	32	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	73	31	29.81%	104	0	0		0
LEE	122	28	18.67%	150	63	23	26.74%	86
LEON	58	14	19.44%	72	6	3	33.33%	9
MADISON	0	0		0	0	0		0
MANATEE	58	10	14.71%	68	0	0		0
MARION	83	15	15.31%	98	0	0		0
MARTIN	13	9	40.91%	22	0	0		0
MIAMI-DADE	736	188	20.35%	924	66	52	44.07%	118
MONROE	9	4	30.77%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	303	98	24.44%	401	87	39	30.95%	126
OSCEOLA	93	31	25.00%	124	0	0		0
PALM BEACH	287	114	28.43%	401	17	20	54.05%	37
PASCO	127	14	9.93%	141	0	0		0
PINELLAS	237	102	30.09%	339	36	8	18.18%	44
POLK	143	40	21.86%	183	10	4	28.57%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	6	35.29%	17	0	0		0
SARASOTA	71	31	30.39%	102	0	0		0
SEMINOLE	62	11	15.07%	73	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	80	10	11.11%	90	1	5	83.33%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	179	36	16.74%	215	0	5	100.00%	5
WALTON	17	5	22.73%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
