County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,864	14,160	22.83%	62,024
ALACHUA	1,514	281	15.65%	1,795
BAKER	486	139	22.24%	625
BAY	441	104	19.08%	545
BRADFORD	5	5	50.00%	10
BREVARD	1,201	437	26.68%	1,638
BROWARD	4,342	980	18.41%	5,322
CALHOUN	3	7	70.00%	10
CHARLOTTE	445	169	27.52%	614
CITRUS	237	57	19.39%	294
CLAY	488	69	12.39%	557
COLLIER	830	111	11.80%	941
COLUMBIA	90	1	1.10%	91
DESOTO	22	36	62.07%	58
DUVAL	2,771	785	22.08%	3,556
ESCAMBIA	1,091	372	25.43%	1,463
FLAGLER	89	10	10.10%	99
FRANKLIN	1	12	92.31%	13
GADSDEN	671	282	29.59%	953
GULF	6	15	71.43%	21
HARDEE	22	1	4.35%	23
HENDRY	4	25	86.21%	29
HERNANDO	512	213	29.38%	725
HIGHLANDS	243	25	9.33%	268
HILLSBOROUGH	3,240	880	21.36%	4,120
HOLMES	14	6	30.00%	20
INDIAN RIVER	339	123	26.62%	462
JACKSON	27	71	72.45%	98
LAKE	661	234	26.15%	895
LEE	1,665	242	12.69%	1,907
LEON	721	120	14.27%	841
MADISON	10	5	33.33%	15
MANATEE	644	108	14.36%	752
MARION	830	121	12.72%	951
MARTIN	269	131	32.75%	400
MIAMI-DADE	6,314	2,319	26.86%	8,633
MONROE	71	102	58.96%	173
NASSAU	45	23	33.82%	68
OKALOOSA	392	69	14.97%	461
OKEECHOBEE	46	54	54.00%	100
ORANGE	3,501	1,183	25.26%	4,684
OSCEOLA	891	243	21.43%	1,134
PALM BEACH	2,998	1,081	26.50%	4,079
PASCO	1,109	358	24.40%	1,467
PINELLAS	2,404	737	23.46%	3,141
POLK	1,352	364	21.21%	1,716
PUTNAM	62	22	26.19%	84
SANTA ROSA	113	78	40.84%	191
SARASOTA	1,180	154	11.54%	1,334
SEMINOLE	744	196	20.85%	940
ST. JOHNS	184	148	44.58%	332
ST. LUCIE	703	177	20.11%	880
SUMTER	486	168	25.69%	654
SUWANNEE	0	0		0
TAYLOR	11	37	77.08%	48
UNION	47	23	32.86%	70
VOLUSIA	1,166	385	24.82%	1,551
WALTON	72	42	36.84%	114
WASHINGTON	39	20	33.90%	59
