County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,100	1,021	16.68%	6,121	411	249	37.73%	660
ALACHUA	286	22	7.14%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	57	7	10.94%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	138	29	17.37%	167	0	0		0
BROWARD	396	82	17.15%	478	53	27	33.75%	80
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	2	3.92%	51	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	45	5	10.00%	50	1	3	75.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	371	58	13.52%	429	20	20	50.00%	40
ESCAMBIA	136	5	3.55%	141	4	12	75.00%	16
FLAGLER	18	0	0.00%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	44	18	29.03%	62	0	0		0
HIGHLANDS	26	6	18.75%	32	0	0		0
HILLSBOROUGH	344	48	12.24%	392	23	19	45.24%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	22	8	26.67%	30	0	0		0
JACKSON	3	4	57.14%	7	0	0		0
LAKE	68	38	35.85%	106	0	0		0
LEE	124	17	12.06%	141	63	23	26.74%	86
LEON	68	4	5.56%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	62	8	11.43%	70	0	0		0
MARION	82	4	4.65%	86	0	0		0
MARTIN	12	9	42.86%	21	0	0		0
MIAMI-DADE	828	131	13.66%	959	64	51	44.35%	115
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	285	116	28.93%	401	79	47	37.30%	126
OSCEOLA	91	32	26.02%	123	0	0		0
PALM BEACH	283	112	28.35%	395	14	19	57.58%	33
PASCO	123	24	16.33%	147	0	0		0
PINELLAS	276	56	16.87%	332	33	5	13.16%	38
POLK	163	23	12.37%	186	12	2	14.29%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	11	47.83%	23	0	0		0
SARASOTA	85	25	22.73%	110	0	0		0
SEMINOLE	68	6	8.11%	74	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	3	3	50.00%	6
SUMTER	39	1	2.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	173	29	14.36%	202	0	0		0
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
